LAR_EUS_EGOK	LAR_EUS_ORIG	LAR_EUS_UNIDECODE	SARASOLA	SARASOLA1745	WIKIDATA	OEH
meatxaria	meacharia	meacharia				
meatxatu	meachatu	meachatú				
keinatu	queinatu	queinatú	keinatu		keinatu	keinatu
meatxatua	meachatua	meachatua				
keinatua	queinatua	queinatua	keinatu		keinatu	keinatu
ikusterra	icusterra	icuſterrá				
ikusiterra	icusiterra	icuſiterrá				
sarritan	sarritan	ſarritán	sarritan	sarritan		
sarritxo	sarricho	ſarricho	sarritxo	sarritxo		
maiz	maiz	maiz	maiz			
maiztxo	maizcho	maizcho	maiztxo	maiztxo		
usiu	usiu	uſiú				
askitan	asquitan	aſquitan				
anitzetan	anitzetan	anitzetan	anitzetan			
amets	amets	amets	amets		amets	amets
ametsa	ametsa	ametſá	amets		amets	amets
amesnador	amesnador	ameſnador				
ames	ames	ames				
esna	esna	eſna	esna			
esnatu	esnatu	eſnatu	esnatu		esnatu	esnatu
lo	lo	ló	lo		lo	lo
loa	loa	loá	lo		lo	lo
bonito	bonito	bonito				
zuarria	zuarria	zuarria				
txtez	chtez	chtez				
adiskidegarria	adisquidegarria	adiſquidegarria				
adiskidegarriro	adisquidegarriro	adiſquidegarriró				
zalea	zalea	zalea	zale		zale	zale
bildrtu	bildrtu	bildrtu				
adiskiundea	adisquiundea	adiſquiundea				
adiskideera	adisquideera	adiſquideera				
adiskidetasuna	adisquidetasuna	adiſquidetaſuna	adiskidetasun		adiskidetasun	adiskidetasun
adiskidetu	adisquidetu	adiſquidetu	adiskidetu		adiskidetu	adiskidetu
adiskidetua	adisquidetua	adiſquidetua	adiskidetu		adiskidetu	adiskidetu
adiskideen	adisquideen	adiſquideen				
amitua	amitua	amitua	amitu		amitu	amitu
gaitzegin	gaitzeguin	gaitzeguin				
barkazioa	barcacioa	barcacioa	barkazio		barkazio	barkazio
ama	ama	ama	ama		ama	ama
lagusia	lagusia	laguſia				
abusia	abusia	abuſia				
ubazaba	ubazaba	ubazaba				
etxeko	echeco	echeco	etxeko		etxeko	etxeko
ajisitu	agisitu	agiſitú				
modorra	modorra	modorrá				
Loakartu	Loacartu	Loacartú				
mo	mo	mo				
dorratu	dorratu	dorratú				
loakartua	loacartua	loacartua	loakartu		loakartu	loakartu
modkrratua	modcrratua	modcrratua				
muzindu	mucindu	mucindu	muzindu	muzindu	muzindu	muzindu
sumindu	sumindu	ſumindú	sumindu		sumindu	sumindu
enfadatu	enfadatu	enfadatu				
musturitu	musturitu	muſturitu				
mohintz	mohinz	mohinz				
muzindua	mucindua	mucindua	muzindu	muzindu	muzindu	muzindu
enfadatua	enfadatua	enfadatua				enfadatu
musturitua	musturitua	muſturitua				musturitu
idorra	idorra	idorrá	idor		idor	idor
leorra	leorra	leorrá				
mugarritzailea	mugarritzallea	mugarritzallea				mugarritzaile
mugd-	mugd-	mugd-				
mugarritu	mugarritu	mugarritu	mugarritu		mugarritu	mugarritu
mugatu	mugatu	mugatu	mugatu	mugatu	mugatu	mugatu
marratu	marratu	marratu	marratu		marratu	marratu
kozkutu	cozcutu	cozcutú				
mugaarriak	mugaarriac	mugaárriac				
mrxak	mrxac	mrxac				
kozkak	cozcac	cozcac				kozk
paaratu	paaratu	paáratu				
itini	itini	itini				
mugarrita	mugarrita	mugarrita				
mugatua	mugatua	mugatua	mugatu	mugatu	mugatu	mugatu
txorroitxagotu	chorroichagotu	chorroichagotu				
ezteragotu	ezteragotu	ezteragotu				
teregnitu	teregnitu	teregnitu				
zorroztzailea	zorroztzallea	zorroztzallea				
txorrotxailea	chorrochallea	chorrochallea				
ezteratzalea	ezteratzalea	ezteratzalea				
moldagea	moldaguea	moldaguea				moldage
moldakaitza	moldacaitza	moldacaitzá	moldakaitz	moldakaitz	moldakaitz	moldakaitz
Moldatu	Moldatu	Moldatú				
gisatu	guisatu	guiſatú	gisatu	gisatu	gisatu	gisatu
eraratu	eraratu	eraratú				
molde	molde	molde	molde		molde	molde
gisatua	guisatua	guiſatua	gisatu	gisatu	gisatu	gisatu
konpondua	compondua	compondua	konpondu		konpondu	konpondu
eraratua	eraratua	eraratua				eraratu
ablandar	ablandar	ablandar				
amomoa	amomoa	amomoa				
jiizena	giicena	giicená				
buzkantza	buzcanza	buzcanzá	buzkantz	buzkantz	buzkantz	buzkantz
monedar	monedar	monedar				
monedear	monedear	monedear				
dejak	dejac	dejac				
gaztigatua	gaztigatua	gaztigatua	gaztigatu		gaztigatu	gaztigatu
adikrazoa	adicrazoa	adicrazoa				
mezutua	mezutua	mezutuá	mezutu			mezutu
gaztigatzailea	gaztigatzallea	gaztigatzallea				gaztigatzaile
adierazotzailea	adierazotzallea	adierazotzallea				
mezutzailea	mezutzallea	mezutzallea				mezutzaile
gaztigua	gaztigua	gaztigua	gaztigu		gaztigu	gaztigu
mezua	mezua	mezuá	mezu		mezu	mezu
adierantza	adieranza	adieranza				
deeituak	deeituac	deéituac				
deeiakkin	deeiacquin	deéiacquin				
daudenak	daudenac	dáudenac				
deiak	deiac	déiac	dei		dei	dei
mendiratu	mendiratu	mendiratú			mendiratu	mendiratu
mendira	mendira	mendira				
mendietan	mendietan	mendietan				
mendiratua	mendiratua	mendiratua			mendiratu	mendiratu
montoia	montoya	montoya	montoi			montoi
dontoitu	dontoitu	dontoitu				
pilblatu	pilblatu	pilblatu				
metatl	metatl	metatl				
marrutu	marrutu	marrutu				
monlttak	monltyac	monltyac				
pilak	pillac	pillac	pil		pil	pil
murruak	murruac	murruac	murru		murru	murru
moutoitua	moutoitua	moutoitua				
metatua	metatua	metatua	metatu		metatu	metatu
murrua	murrua	murrua	murru		murru	murru
pilatzaile	pillatzalle	pillatzalle	pilatzaile	pilatzaile	pilatzaile	pilatzaile
metatzailea	metatzallea	metatzallea	metatzaile	metatzaile	metatzaile	metatzaile
murrutzailea	murrutzallea	murrutzallea				
montoiera	montoiera	montoiera				
pilaera	pillaera	pillaera				
metaera	metaera	metaera				
urrueaera	urrueaera	urrueæra				
montoika	montoica	montoica				
metaka	metaca	métaca	metaka	metaka		
murruka	murruca	murruca				
lapa	lapa	lapa	lapa		lapa	lapa
jekren	gecren	gecren				
amodioa	amodioa	amodioa	amodio		amodio	amodio
nerekiko	nerequico	nerequico				
amodioa	amodioa	amodioá	amodio		amodio	amodio
hirekiko	hirequico	hirequico				
zurekiko	zurequico	zurequico				
amoaioa	amoaioa	amoaioa				
re	re	re	re			
berekiko	berequico	berequico	berekiko			
gurekiko	gurequico	gurequico				
zueqaiko	zueqaico	zueqaico				
berenkiko	berenquico	berenquico				
konkulislak	conculislac	conculiſlac				
obrak	obrac	obrac	obr		obr	obr
aore	aore	aore				
nen	nen	nen				
kolore	colore	coloré	kolore		kolore	kolore
moreina	moreina	moreina				
bezgorritua	bezgorritua	bezgorrituá				
gazqitu	gazqitu	gazqitu				
gaisoitu	gaisoitu	gaiſoitu				
amodo	amodo	amodo				
aorioa	aorioa	aorioa				
amor	amor	amor	amor			
amutsuro	amutsuro	amutſuró				
maiteki	maitequi	maitequi	maiteki			
maitekiro	maitequiro	maitequiró	maitekiro	maitekiro		
oneski	onesqui	oneſqui	oneski			
oneskiro	onesquiro	oneſquiró				
amodiotsuki	amodiotsuqui	amodiotſuqui				
amodiotsukiro	amodiotsuquiro	amodiotſuquiro				
maitatia	maitatia	maitatia	maitati	maitati	maitati	maitati
maitatsua	maitatsua	maitatſua	maitatsu	maitatsu		
onestia	onestia	oneſtia				
biotzutsa	biotzutsa	biotzutſá				
amutsua	amutsua	amutſua				amutsu
amorratu	amorratu	amorratu	amorratu	amorratu	amorratu	amorratu
rabiar	rabiar	rabiar				
aapuztu	aapuztu	áapuztú				
zaputzez	zaputzez	zaputzez				
isildu	isildu	iſildú	isildu	isildu	isildu	isildu
zapuztua	zapuztua	zapuztua	zapuztu	zapuztu	zapuztu	zapuztu
zaputzez	zaputzez	zaputzéz				
isildua	isildua	iſildua	isildu	isildu	isildu	
meztitu	meztitu	meztitú	meztitu			
meztitua	meztitua	meztituá	meztitu			meztitu
meztitzailea	meztitzallea	meztitzallea				meztitzaile
erdiltzea	erdiltzea	erdiltzea				
erdila	erdilla	erdillá				
hildutu	hildutu	hildutu				
ilerazi	illeraci	illeraci				
hildutua	hildutua	hildutua				
ilerazia	illeracia	illeracia				
ilerazpena	illerazpena	illerazpena				
mostaza	mostaza	moſtaza	mostaza			
Mlustardatu	Mlustardatu	Mluſtardatu				
zeaeatu	ceaeatu	ceaeatu				
bostonazt	bostonazt	boſtoñazt				
mustardatua	mustardatua	muſtardatua				mustardatu
zeapeatua	ceapeatua	ceapeatua				
bostonaztua	bostonaztua	boſtoñaztua				
arazotzailea	arazotzallea	arazotzallea				
enpara	empara	empara				
enpara	empara	empará				
enparatu	emparatu	emparatu	enparatu			
begiratu	beguiratu	beguiratú	begiratu		begiratu	begiratu
ganparatu	gamparatu	gamparatu				
manparar	mamparar	mamparar				
anparatua	amparatua	amparatua	anparatu		anparatu	anparatu
zaitua	zaitua	zaitua	zaitu	zaitu		zaitu
begiratua	beguiratua	beguiratua	begiratu		begiratu	begiratu
ganparatua	gamparatua	gamparatua				
anparatzailea	amparatzallea	amparatzallea	anparatzaile	anparatzaile		anparatzaile
ganparatzailea	gamparatzallea	gamparatzallea				
anpara	ampara	ampará				
anparoa	amparoa	amparoa	anparo			anparo
zantza	zantza	zantza				
zaikera	zaiquera	zaiquera				
zaitzaketa	zaitzaqueta	zaitzaqueta				
begiraera	beguiraera	beguiraera				
urlurrekoa	urlurrecoa	urlurrecoa				
aurkea	aurquea	aurquea				aurke
hitzaa	hitzaa	hitzaá				
esana	esana	eſaná	esan		esan	esan
biaurkezkoa	biaurquezcoa	biaurquezcoa				
biburu	biburu	biburu				
suge	sugue	ſugue	suge		suge	suge
biburtsugea	bibursuguea	biburſuguea				
ilesta	llesta	lleſta				
antzina	ancina	anciña	antzina	antzina		
josta-	josta-	joſta-				
zaebaldaro	zaebaldaro	zaebaldaró				
luzaro	luzaro	luzaró	luzaro			
andiro	andiro	andiró				
zabaltasun	zabaltasun	zabaltaſun	zabaltasun		zabaltasun	zabaltasun
luzatusun	luzatusun	luzatuſun				
anditasuna	anditasuna	anditaſuná				
enkarezimiento	encarecimiento	encarecimiento				
anpliar	ampliar	ampliar				
zabala	zabala	zabalá	zabal			zabal
zabaldua	zabaldua	zabalduá	zabaldu		zabaldu	zabaldu
luzea	lucea	lucea	luze		luze	luze
luzatua	luzatua	luzatua	luzatu		luzatu	luzatu
elurraren	elurraren	elurraren				
anpulua	ampulua	ampulua	anpulu	anpulu	anpulu	anpulu
dnpoilaa	dmpollaa	dmpollaá				
babalarrua	babalarrua	babalarrua	babalarru	babalarru		
bisika	bisica	biſicá				
oilaura	ollaura	ollaura			oilaur	oilaur
diseagoa	diseagoa	diſeagoa				
urbegia	urbeguia	urbeguia				
bibila	bibilla	bibillá				bibil
babalarrutu	babalarrutu	babalarrutu	babalarrutu	babalarrutu		
bisikatu	bisicatu	biſicatu				
oilauratu	ollauratu	ollauratú				
babalarrutua	babalarrutua	babalarrutua	babalarrutu	babalarrutu		
bisikatua	bisicatua	biſicatua				
oilauratua	ollauratua	ollauratua				oilauratu
anpoilatxoa	ampollachoa	ampollachoa				anpoilatxo
aurtua	aurtua	aurtua				
seindua	seindua	ſeindua				
aurregina	aurreguina	aurreguiña				
seinegina	seineguina	ſeiñeguina				
seintxoa	seinchoa	ſeinchoa	seintxo	seintxo		seintxo
andregisa	andreguisa	andreguiſa				
zaldian	zaldian	zaldian				
ibil	ibil	ibil				
tea	tea	tea	te	te	te	te
autina	autina	autiña				
txirmendua	chirmendua	chirmendua				txirmendu
lurperatu	lurperatu	lurperatu	lurperatu	lurperatu	lurperatu	lurperatu
sustraiak	sustrayac	ſuſtrayac	sustrai		sustrai	sustrai
ditzan	ditzan	ditzan				
txirmendu	chirmendu	chirmendu				
lurperatua	lurperatua	lurperatua	lurperatu	lurperatu	lurperatu	lurperatu
betzarrea	betzarrea	betzarreá				
kolore	colore	colore	kolore		kolore	kolore
ilunekaa	illunecaa	illunecáa				
sendakai	sendacai	ſendacai				
dongea	donguea	donguea	donge		donge	donge
barrengo	barrengo	barrengó				
aldamenak	aldamenac	aldaménac	aldamen		aldamen	aldamen
barruko	barruco	barrucó	barruko			
alboak	alboac	albóac	albo		albo	albo
belaren	velaren	vélaren				
mustrokak	mustrocac	muſtrócac				
brankerontz	branqueronz	bránqueronz				
Yela-mustroken	Yela-mustroquen	Yela-muſtróquen				
amuturkar	amuturcar	amuturcar				
muturkatu	muturcatu	muturcatu	muturkatu	muturkatu		
muturka	muturca	muturca	muturka	muturka		
mutorkaitza	mutorcaitza	mutorcaitza				
arrea	arrea	arrea	arre	arre		arre
musuka	musuca	muſuca	musuka	musuka		
musua	musua	muſua	musu		musu	musu
hoziko	hocico	hocico				
kara	cara	cara	kara		kar	kar
beso	beso	beſo	beso		beso	beso
bereak	bereac	bereac	bere			bere
musukatzea	musucatzea	muſucatzea				
kana	cana	caná	kana		kana	kana
anakardozko	anacardozco	anacardozco				
maneantzabat	maneanzabat	maneanzabat				
oroitzaren	oroitzaren	oroitzaren				
sendagarri	sendagarri	ſendagarri	sendagarri		sendagarri	sendagarri
Indiako	Indiaco	Indiaco				
zuaitz	zuaitz	zuaitz				
frutua	frutua	frutua	frutu			frutu
anakardoa	anacardoa	anacardoa				anakardo
mortuarra	mortuarra	mortuarrá	mortuar	mortuar		mortuar
eremuarra	eremuarra	eremuarrá	eremuar	eremuar		
mortuarren	mortuarren	mortúarren				
eremuarrena	eremuarrena	eremúarrena				
utseerea	utseerea	utſeérea				
eran	eran	éran				
denboboran	demboboran	démboboran				
utsegitea	utseguitea	utſeguitea				
atea	atea	atea	ate		ate	ate
ataa	ataa	ataá	ataa	ataa		ata
ahalea	ahalea	ahalea				
epurkoloka	epurcoloca	epurcoloca				
atetxoa	atechoa	atechoa	atetxo			atetxo
atatxoa	atachoa	atachoa				
ahaletxoa	ahalechoa	ahalechoa				
izugeslia	izugueslia	izugueslia				
igaberatx	igaberach	igaberach				
golatzak	golatzac	golatzac				
gotoleak	gotoleac	gotoleac				
relebar	relevar	relevar				
goiadiera	goyadiera	goyadiera				
zeruko	ceruco	ceruco				
adiereta	adiereta	adiereta				
goiadieraz	goyadieraz	goyadieraz				
goiadierazkoa	goyadierazcoa	goyadierazcoa				
hizbestekoa	hizbestecoa	hizbeſtecoa				
izkiralda	izquiralda	izquiralda				
egokirudia	egoquirudia	egoquirudia				
egokirudiz	egoquirudiz	egoquirudiz				
egokirudizkoa	egoquirudizcoa	egoquirudizcoa				
askastea	ascastea	aſcaſtea				
otseria	otseria	otſeria				otseri
apala	apala	apalá	apal		apal	apal
buruzakegoa	buruzaquegoa	buruzaquegoa				
kana	cana	cana	kana		kana	kana
naskotea	nascotea	naſcotea				
itxulitzeta	ichulitzeta	ichulitzeta				
hilikuskera	hilicusquera	hilicuſquera				
hilikuskeraz	hilicusqueraz	hilicuſqueraz				
hilikuslea	hilicuslea	hilicuslea				
anditxo	andicho	andicho				
antxo	ancho	ancho	antxo			
zabaldaro	zabaldaro	zabaldaró				
zabalki	zabalqui	zabalqui	zabalki	zabalki		
zabalkiro	zabalquiro	zabalquiró	zabalkiro	zabalkiro		
antxoka	anchoca	anchoca				
zabaltasuna	zabaltasuna	zabaltaſuna	zabaltasun		zabaltasun	zabaltasun
zabaltsua	zabaltsua	zabaltſua				zabaltsu
zabaltza	zabaltza	zabaltza			zabaltza	zabaltza
entsantxar	ensanchar	enſanchar				
beltxoria	belchoria	belchoria				
antzina	ancina	anciná	antzina	antzina		
antxina	anchina	anchina				
ntzinaera	ncinaera	nciñaera				
antzinadina	ancinadina	anciñadina				
zartasuna	zartasuna	zartaſuná				zartasun
antzinatasuna	ancinatasuna	anciñataſuna	antzinatasun		antzinatasun	antzinatasun
antzinakoa	ancinacoa	anciñacoa	antzinako		antzinako	antzinako
agure	agure	agúre	agure		agure	agure
zarra	zarra	zarrá	zar			zar
adintsua	adintsua	adintſuá	adintsu		adintsu	adintsu
adinandia	adinandia	adinandia				
aguretu	aguretu	aguretú	aguretu	aguretu	aguretu	aguretu
adinanditu	adinanditu	adinanditu				
zartu	zartu	zartú	zartu			
adintsutu	adintsutu	adintſutú				
ankora	ancora	ancora	ankora			
antxeon	ancheon	ancheon				
nkona	ncona	nconá				
aingura	aingura	aingura	aingura		aingura	aingura
angura	angura	angura	angura			
ainguratu	ainguratu	ainguratu	ainguratu	ainguratu	ainguratu	ainguratu
anguratu	anguratu	anguratu				
aingurak	aingurac	aingurac	aingur		aingur	aingur
bota	bota	bota	bota		bota	bota
ainguratua	ainguratua	ainguratua	ainguratu	ainguratu	ainguratu	
gudari	gudari	gudari	gudari	gudari	gudari	gudari
itsuak	itsuac	itſuac	itsu		itsu	itsu
dabilkea	dabilquea	dabilquea				
ibiligaiak	ibilligayac	ibilligayac				
alnado	alnado	alnado				
ibilkorra	ibilcorra	ibilcorra	ibilkor	ibilkor		ibilkor
eutsintak	eutsintac	eutſintac				
pauso	pauso	pauſo	pauso	pauso	pauso	pauso
aldamioa	aldamioa	aldamioa	aldamio		aldamio	aldamio
andana	andana	andaná	andana		andana	andana
errenkaaa	errencaaa	errencaáá				
ibilketa	ibilqueta	ibilqueta	ibilketa		ibilketa	ibilketa
arrastaka	arrastaca	arraſtaca	arrastaka	arrastaka		
andar	andar	andar	andar			
atorrona	atorrona	atorrona				
atozona	atozona	atozona				
ona	ona	ona	on		on	on
Jainkoaz	Jaincoaz	Jaincoaz				
@Jainkoarekin	@Jaincoarequin	@Jaincoarequin				
gaiztoan	gaiztoan	gaiztoan				
itsuka	itsuca	itſuca	itsuka	itsuka		
txinguka	chinguca	chinguca	txinguka	txinguka		
pausoera	pausoera	pauſoera				
pausoerea	pausoerea	pauſoerea				
ebili	ebilli	ebilli	ebili		ebili	ebili
gabiltza	gabiltza	gabiltza				
zabiltzate	zabiltzate	zabiltzate				
dabiltza	dabiltza	dabiltza				
Meenbilen	Meembillen	Meémbillen				
eenbilen	eembillen	eémbillen				
zenbiltzan	cembiltzan	cémbiltzan				
zebilen	cebillen	cébillen				
zenbiltzaten	cembiltzaten	cémbiltzaten				
zebiltzan	cebiltzan	cébiltzan				
bil	bil	bil				
zabiltza	zabiltza	zabiltza				
bebil	bebil	bebil				
Gabiltzan	Gabiltzan	Gabiltzan				
bebiltza	bebiltza	bebiltza				
abilela	abillela	abillelá				
abilelaa	abillelaa	abillelaá				
zabiltzala	zabiltzala	zabiltzalá				
dabilela	dabillela	dabillelá				
zabiltzatela	zabiltzatela	zabiltzatelá				
gabiltzala	gabiltzala	gabiltzalá				
Menbilele	Membillele	Membillele				
zenbiltzala	cembiltzala	cembiltzala				
zebilela	cebillela	cebillelá				
zenbiltzatela	cembiltzatela	cembiltzatelá				
zebiltzala	cebiltzala	cebiltzalá				
banenbil	banembil	banembil				
baerbil	baerbil	baerbil				
bazenbiltz	bacembiltz	bacembiltz				
balebil	balebil	balebil				
Eegenbiltza	Eeguembiltza	Eeguembiltza				
bazenbiltzate	bacembiltzate	bacembiltzate				
balebiltz	balebiltz	balebiltz				
Balebiltza	Balebiltza	Balebiltza				
andarme	andarme	andarme				
andarte	andarte	andarte				
andarle	andarle	andarle				
andarnos	andarnos	andarnos				
andaros	andaros	andaros				
andarlos	andarlos	andarlos				
andarmaee	andarmaee	andarmæe				
i	i	i	i			
abilkit	abilquit	abilquit				
zabiltzkit	zabilzquit	zabilzquit				
ddbilkit	ddbilquit	ddbilquit				
uek	uec	uec				
zabiltzkitet	zabilzquitet	zábilzquitet				
dbiltzkit	dbilzquit	dbilzquit				
eenbilkidan	eembilquidan	eémbilquidan				
zeenbiltzkidan	ceembilzquidan	ceémbilzquidan				
zebilkidan	cebilquidan	cebilquidan				
zebiltzkidan	cebilzquidan	cébilzquidan				
bilkit	bilquit	bilquit				
bebilkit	bebilquit	bebilquit				
abltzkidate	ablzquidate	ablzquidate				
bebiltzkit	bebilzquit	bebilzquit				
bilkidala	bilquidala	bilquidála				
zabiltzkidala	zabilzquidala	zabilzquidala				
dabilkidala	dabilquidala	dabilquidála				
dabiltzkidala	dabilzquidala	dabilzquidála				
Enbilkidala	Embilquidala	Embilquidála				
zenbiltzkidala	cembilzquidala	cembilzquidala				
zebilkidaala	cebilquidaala	cebilquidaála				
Cenbiltzkidtela	Cembilzquidtela	Cembilzquidtela				
zebiltzkidala	cebilzquidala	cebilzquidála				
Baenbilkit	Baembilquit	Baembilquit				
bazenbiltzkit	bacembilzquit	bacembilzquit				
balebilkit	balebilquit	balebilquit				
Bazenbiltzkitet	Bacembilzquitet	Bacembilzquitet				
balebiltzkit	balebilzquit	balebilzquit				
hik	hic	hic				
Nabilkik	Nabilquic	Nabilquic				
dabilkik	dabilquic	dabilquic				
gabiltzqnik	gabilzqnic	gábilzqnic				
dabiltzkik	dabilzquic	dábilzquic				
naabilkin	naabilquin	naábilquin				
n	n	n				
Nenbilkien	Nembilquien	Némbilquien				
kian	quian	quian				
zebilkien	cebilquien	cebilquien				
genbiltzkien	guembilzquien	guembilzquien				
zeebiltzkien	ceebilzquien	ceébilzquien				
aolqaiala	aolqaiala	aolqaiála				
dabilkiala	dabilquiala	dabilquiála				
gabiltzkiala	gabilzquiala	gabilzquiála				
dabiltzkiala	dabilzquiala	dabilzquiála				
Nenbilkiala	Nembilquiala	Nembilquiála				
zebilkila	cebilquila	cebilquila				
genbiltzkala	guembilzquala	guembilzquala				
zebiltzkiala	cebilzquiala	cebilzquiála				
Ti@banenbilk	Ti@banembilc	Ti@banembilc				
balebilk	balebilc	balebilc				
banenbilkik	banembilquic	banembilquic				
balebilkik	balebilquic	balebilquic				
Bagenbiltzkik	Baguembilzquic	Baguembilzquic				
balebiltzkik	balebilzquic	balebilzquic				
banenbilkin	banembilquin	banembilquin				
balebilkin	balebilquin	balebílquin				
zeu	zeu	zeu	zeu			
Mbilkizu	Mbilquizu	Mbilquizu				
dabilkizu	dabilquizu	dabilquizu				
Gabiltzkizu	Gabilzquizu	Gabilzquizu				
dabiltzkizu	dabilzquizu	dábilzquizu				
Nnbilkizun	Nmbilquizun	Nmbilquizun				
zebilkizun	cebilquizun	cebilquizun				
biltzkizun	bilzquizun	bílzquizun				
zeebiltzkizun	ceebilzquizun	ceébilzquizun				
Tlabilkizula	Tlabilquizula	Tlabilquizúla				
Gabilkizula	Gabilquizula	Gabilquizúla				
dabilkizula	dabilquizula	dabilquizúla				
Monbilkizula	Mombilquizula	Mombilquizúla				
zebilkizula	cebilquizula	cebilquizúla				
enbiltzkizula	embilzquizula	embilzquizúla				
zebiltzkizula	cebilzquizula	cebilzquizúla				
Banenbilkizu	Banembilquizu	Banembilquizu				
balebilkizu	balebilquizu	balebilquizu				
Bagenbisltzkizu	Baguembislzquizu	Baguembiſlzquizu				
balebiltzkizu	balebilzquizu	balebilzquizu				
nabilkio	nabilquio	nabilquio				
abilkio	abilquio	abilquio				
