id	lemmaRaw	wr	upostag	lilaRef	matchType	modLemma
3384	cunctātor, -ōris,	cunctator	NOUN	lemma/97242	ONE	NULL
3385	cunctor	cunctor	NULL	lemma/97248	*one*	NULL
3386	cunctus, -a, -um:	cunctus	ADJ	lemma/97250	*one*	NULL
3387	cuneātim	cuneatim	NULL	lemma/97251	*one*	NULL
3388	cuneātus, -a, -um:	cuneatus	ADJ	hypolemma/10208	ONE	NULL
3389	cuneolus, -i,	cuneolus	NOUN	lemma/97254	ONE	NULL
3390	cuneus, -i,	cuneus	NOUN	lemma/97255	ONE	NULL
3391	cunīculōsus, -a, -um:	cuniculosus	ADJ	lemma/97263	ONE	NULL
3392	cunīculus, -i,	cuniculus	NOUN	lemma/97265	ONE	NULL
3393	cūpa, -ae,	cupa	NOUN	lemma/96514,lemma/97275,lemma/97280	MANY	NULL
3394	cūpēdia, -ae,	cupedia	NOUN	lemma/93673	ONE	NULL
3395	cupiditās, -ātis,	cupiditas	NOUN	lemma/97279	ONE	NULL
3396	cupīdo, -inis,	cupido	NOUN	lemma/97286	ONE	NULL
3397	cupidus, -a, -um:	cupidus	ADJ	lemma/97281	ONE	NULL
3398	cupio, -īvi	cupio	NOUN	lemma/97287	*one*	NULL
3399	cupītus, -a, -um:	cupitus	ADJ	hypolemma/10227,hypolemma/10230	MANY	NULL
3400	cupīvi	cupiui	NULL	lemma/95067,lemma/97287	*many*	NULL
3401	cuppēdia, -ae,	cuppedia	NOUN	lemma/93673	ONE	NULL
3402	cuppēdinarius, -i,	cuppedinarius	NOUN	lemma/97331	ONE	NULL
3403	cupressētum, -i,	cupressetum	NOUN	lemma/97294	ONE	NULL
3404	cupresseus, -a, -um:	cupresseus	ADJ	lemma/97295	ONE	NULL
3405	cupressus, -i,	cupressus	NOUN	lemma/94914	ONE	NULL
3406	cuprum, -i,	cuprum	NOUN	lemma/97500,lemma/97604	MANY	NULL
3407	cur	cur	NULL	lemma/97300	*one*	NULL
3408	cūra, -ae,	cura	NOUN	lemma/97301	ONE	NULL
3409	curallium, -i,	curallium	NOUN	lemma/96564	ONE	NULL
3410	cūrātio, -ōnis,	curatio	NOUN	lemma/97306	ONE	NULL
3411	curculio, -ōnis,	curculio	NOUN	lemma/104967,lemma/97313	MANY	NULL
3412	cūria, -ae,	curia	NOUN	lemma/97315	ONE	NULL
3413	cūriālis, -is,	curialis	NOUN	lemma/45665,lemma/45666	MANY	NULL
3414	cūriātim	curiatim	NULL	lemma/97317	*one*	NULL
3415	cūriātus, -a, -um:	curiatus	ADJ	lemma/97318	ONE	NULL
3416	cūrio, -ōnis,	curio	NOUN	lemma/97322	ONE	NULL
3417	cūriōsitās, -ātis,	curiositas	NOUN	lemma/97335	ONE	NULL
3418	cūriōsus, -a, -um:	curiosus	ADJ	lemma/97337	ONE	NULL
3419	curis, -is,	curis	NOUN	lemma/97338	ONE	NULL
3420	cūro	curo	NULL	lemma/97341	*one*	NULL
3421	curriculum, -i,	curriculum	NOUN	lemma/97346	ONE	NULL
3422	curro, cucurri, cursum	curro	VERB	lemma/97348	ONE	NULL
3423	currus, -ūs,	currus	NOUN	lemma/97523	ONE	NULL
3424	cursim	cursim	NULL	lemma/97353	*one*	NULL
3425	cursito	cursito	NULL	lemma/97356	*one*	NULL
3426	cursor, -ōris,	cursor	NOUN	lemma/97358	ONE	NULL
3427	cursus, -a, -um:	cursus	ADJ	hypolemma/10278	ONE	NULL
3428	cursus, -ūs,	cursus	NOUN	lemma/97671	ONE	NULL
3429	curto	curto	NULL	lemma/97362	*one*	NULL
3430	curtus, -a, -um:	curtus	ADJ	lemma/97363	ONE	NULL
3431	curūlis, -e:	curulis	NOUN	lemma/97371	*one*	NULL
3432	curvāmen, -inis,	curuamen	NOUN	lemma/97364	ONE	NULL
3433	curvo	curuo	NULL	lemma/97372	*one*	NULL
3434	curvus, -a, -um:	curuus	ADJ	lemma/97374	ONE	NULL
3435	cuspis, -idis,	cuspis	NOUN	lemma/97385	ONE	NULL
3436	custōdia, -ae,	custodia	NOUN	lemma/97390	ONE	NULL
3437	custōdio	custodio	NULL	lemma/97393	*one*	NULL
3438	custōs, -ōdis,	custos	NOUN	lemma/97396	ONE	NULL
3439	cūsus, -a, -um:	cusus	ADJ	hypolemma/10130	ONE	NULL
3440	cutis, -is,	cutis	NOUN	lemma/45835,lemma/97401	MANY	NULL
3441	cyathus, -i,	cyathus	NOUN	lemma/97409	ONE	NULL
3442	cybaea, -ae,	cybaea	NOUN	lemma/97411	ONE	NULL
3443	cyclicus, -a, -um:	cyclicus	ADJ	lemma/97422	ONE	NULL
3444	cycnēus, -a, -um:	cycneus	ADJ	lemma/97424	ONE	NULL
3445	cycnus	cycnus	NULL	lemma/4286,lemma/97426	*many*	NULL
3446	cylindrus, -i,	cylindrus	NOUN	lemma/97432	ONE	NULL
3447	cymba, -ae,	cymba	NOUN	lemma/97204	ONE	NULL
3448	cymbalum, -i,	cymbalum	NOUN	lemma/97445	ONE	NULL
3449	cymbium, -i,	cymbium	NOUN	lemma/97446	ONE	NULL
3450	cymbula, -ae,	cymbula	NOUN	lemma/97206	ONE	NULL
3451	cynicus, -a, -um:	cynicus	ADJ	lemma/97458	ONE	NULL
3452	cynocephalus, -i,	cynocephalus	NOUN	lemma/97464	ONE	NULL
3453	cyparissus, -i,	cyparissus	NOUN	lemma/97485	ONE	NULL
3454	cyprum, -i,	cyprum	NOUN	lemma/97500,lemma/97604	MANY	NULL
3455	cytisus, -i,	cytisus	NOUN	lemma/97504	ONE	NULL
3456	D.	d	NULL	lemma/4405,lemma/97856,lemma/98196,lemma/99943,lemma/99945	*many*	NULL
3457	dactylicus, -a, -um:	dactylicus	ADJ	lemma/97859	ONE	NULL
3458	dactylus, -i,	dactylus	NOUN	lemma/97864	ONE	NULL
3459	daedalus, -a, -um:	daedalus	ADJ	lemma/97866	ONE	NULL
3460	daemōn, -ōnis,	daemon	NOUN	lemma/45938,lemma/97867	MANY	NULL
3461	dām(m)a, -ae,	damma	NOUN	lemma/97882	ONE	NULL
3462	damnātio, -ōnis,	damnatio	NOUN	lemma/97889	ONE	NULL
3463	damnātōrius, -a, -um:	damnatorius	ADJ	lemma/97890	ONE	NULL
3464	damno	damno	NULL	lemma/97897	*one*	NULL
3465	damnōsus, -a, -um:	damnosus	ADJ	lemma/97899	ONE	NULL
3466	damnum, -i,	damnum	NOUN	lemma/97898	ONE	NULL
3467	dap(e)s, dapis,	dapes	NOUN	lemma/46031	ONE	NULL
3468	dapsilis, -e:	dapsilis	NOUN	lemma/97912	*one*	NULL
3469	datio, -ōnis,	datio	NOUN	lemma/97923	ONE	NULL
3470	dator, -ōris,	dator	NOUN	lemma/97927	ONE	NULL
3471	datus, -a, -um:	datus	ADJ	hypolemma/13087	ONE	NULL
3472	dē	de	NULL	lemma/97856,lemma/97932	*many*	NULL
3473	dea, -ae,	dea	NOUN	lemma/97933	ONE	NULL
3474	dealbo	dealbo	NULL	lemma/97941	*one*	NULL
3475	deambulo	deambulo	NULL	lemma/97945	*one*	NULL
3476	dearmo	dearmo	NULL	lemma/97949	*one*	NULL
3477	dēbacchor	debacchor	NULL	lemma/97956	*one*	NULL
3478	dēbellātor, -ōris,	debellator	NOUN	lemma/97960	ONE	NULL
3479	dēbello	debello	NULL	lemma/97962	*one*	NULL
3480	dēbeo	debeo	NULL	lemma/97963	*one*	NULL
3481	dēbilis, -e:	debilis	NOUN	lemma/97965	*one*	NULL
3482	dēbilitās, -ātis,	debilitas	NOUN	lemma/97967	ONE	NULL
3483	dēbilitātio, -ōnis,	debilitatio	NOUN	lemma/97968	ONE	NULL
3484	dēbilito	debilito	NULL	lemma/97969	*one*	NULL
3485	dēbitio, -ōnis,	debitio	NOUN	lemma/97970	ONE	NULL
3486	dēbitor, -ōris,	debitor	NOUN	lemma/97971	ONE	NULL
3487	dēbitum, -i,	debitum	NOUN	lemma/97931	ONE	NULL
3488	dēcanto	decanto	NULL	lemma/97994	*one*	NULL
3489	dēcēdo, -cessi, -cessum	decedo	VERB	lemma/98007	ONE	NULL
3490	decem:	decem	NULL	lemma/4598,lemma/98009	*many*	NULL
3491	december, -bris, -bre:	december	ADJ	lemma/98011	ONE	NULL
3492	december, -bris,	december	NOUN	lemma/4600,lemma/98011	*many*	NULL
3493	decempeda, -ae,	decempeda	NOUN	lemma/98017	ONE	NULL
3494	decempedātor, -ōris,	decempedator	NOUN	lemma/98019	ONE	NULL
3495	decemplex, -plicis:	decemplex	NOUN	lemma/98020	*one*	NULL
3496	decemscalmus, -a, -um:	decemscalmus	ADJ	lemma/98026	ONE	NULL
3497	decemvir, -viri,	decemuir	NOUN	lemma/98027	ONE	NULL
3498	decemvirālis, -e:	decemuiralis	NOUN	lemma/136361	*one*	NULL
3499	decemvirātus, -ūs,	decemuiratus	NOUN	lemma/136362	ONE	NULL
3500	decennis, -e:	decennis	NOUN	lemma/98032	*one*	NULL
3501	decens, -entis:	decens	NOUN	lemma/4604,hypolemma/10693	*many*	NULL
3502	decentia, -ae,	decentia	NOUN	lemma/98061	ONE	NULL
3503	dēcēpi	decepi	NULL	lemma/98074	*one*	NULL
3504	dēceptus, -a, -um:	deceptus	ADJ	hypolemma/10716	ONE	NULL
3505	dēcerno, -crēvi, -crētum	decerno	VERB	lemma/46219,lemma/98047	MANY	NULL
3506	dēcerpo, -cerpsi, -cerptum	decerpo	VERB	lemma/98048	ONE	NULL
3507	dēcerpsi	decerpsi	NULL	lemma/98048	*one*	NULL
3508	dēcerptus, -a, -um:	decerptus	ADJ	hypolemma/10681	ONE	NULL
3509	decertātio, -ōnis,	decertatio	NOUN	lemma/98050	ONE	NULL
3510	dēcerto	decerto	NULL	lemma/98053	*one*	NULL
3511	dēcessi	decessi	NULL	lemma/98007	*one*	NULL
3512	dēcessio, -ōnis,	decessio	NOUN	lemma/98055	ONE	NULL
3513	dēcessor, -ōris,	decessor	NOUN	lemma/98056	ONE	NULL
3514	dēcessus, -a, -um:	decessus	ADJ	hypolemma/10633	ONE	NULL
3515	dēcessus, -ūs,	decessus	NOUN	lemma/98021	ONE	NULL
3516	decet, decuit, —	decet	NULL	lemma/98057	*one*	NULL
3517	dēcidi	decidi	NULL	lemma/4610,lemma/46233,lemma/98059,lemma/98060	*many*	NULL
3518	dēcīdi	decidi	NULL	lemma/4610,lemma/46233,lemma/98059,lemma/98060	*many*	NULL
3519	dēcido, -cidi, —	decido	VERB	lemma/98059,lemma/98060	MANY	NULL
3520	dēcīdo, -cīdi, -cīsum,	decido	VERB	lemma/98059,lemma/98060	MANY	NULL
3521	deciens	deciens	NULL	lemma/98063	*one*	NULL
3522	decima, -ae,	decima	NOUN	lemma/98981	ONE	NULL
3523	decimānus, -a, -um:	decimanus	ADJ	lemma/99120	ONE	NULL
3524	decimātes	decimates	NULL	NULL	ZERO	NULL
3525	decimus, -a, -um:	decimus	ADJ	lemma/98867	ONE	NULL
3526	decipio, -cēpi, -ceptum	decipio	VERB	lemma/98074	ONE	NULL
3527	dēcīsio, -ōnis,	decisio	NOUN	lemma/98078	ONE	NULL
3528	dēcīsus, -a, -um:	decisus	ADJ	hypolemma/10698,hypolemma/109564	MANY	NULL
3529	declāmātio, -ōnis,	declamatio	NOUN	lemma/98080	ONE	NULL
3530	declāmātor, -ōris,	declamator	NOUN	lemma/98083	ONE	NULL
3531	declāmito	declamito	NULL	lemma/98085	*one*	NULL
3532	declāmo	declamo	NULL	lemma/98086	*one*	NULL
3533	declārātio, -ōnis,	declaratio	NOUN	lemma/98087	ONE	NULL
3534	declāro	declaro	NULL	lemma/98090	*one*	NULL
3535	declīnātio, -ōnis,	declinatio	NOUN	lemma/98092	ONE	NULL
3536	declīno	declino	NULL	lemma/98094	*one*	NULL
3537	declīvis, -e:	decliuis	NOUN	lemma/98096	*one*	NULL
3538	declīvitās, -ātis,	decliuitas	NOUN	lemma/98099	ONE	NULL
3539	dēcoctor, -ōris,	decoctor	NOUN	lemma/98103	ONE	NULL
3540	dēcoctus, -a, -um:	decoctus	ADJ	hypolemma/10770	ONE	NULL
3541	dēcollo	decollo	NULL	lemma/98105	*one*	NULL
3542	dēcolor, -ōris:	decolor	NOUN	lemma/98107	*one*	NULL
3543	dēcolōrātio, -ōnis,	decoloratio	NOUN	lemma/98108	ONE	NULL
3544	dēcolōro	decoloro	NULL	lemma/98109	*one*	NULL
3545	dēcondo, —, —	decondo	VERB	lemma/98113	ONE	NULL
3546	dēcoquo, -coxi, -coctum	decoquo	VERB	lemma/98116	ONE	NULL
3547	decor, -ōris,	decor	NOUN	lemma/98118	ONE	NULL
3548	decoro	decoro	NULL	lemma/98126	*one*	NULL
3549	decōrus, -a, -um:	decorus	ADJ	lemma/98117	ONE	NULL
3550	dēcoxi	decoxi	NULL	lemma/98116	*one*	NULL
3551	decrepitus, -a, -um:	decrepitus	ADJ	lemma/98134	ONE	NULL
3552	decresco, -crēvi, -crētum	decresco	VERB	lemma/98135	ONE	NULL
3553	decrētōrius, -a, -um:	decretorius	ADJ	lemma/98139	ONE	NULL
3554	decrētum, -i,	decretum	NOUN	lemma/98043	ONE	NULL
3555	decrētus, -a, -um:	decretus	ADJ	hypolemma/10678,hypolemma/10793	MANY	NULL
3556	decrēvi	decreui	NULL	lemma/98047,lemma/98135	*many*	NULL
3557	dēcubitus, -a, -um:	decubitus	ADJ	lemma/165402	*one*	NULL
3558	dēcubui	decubui	NULL	lemma/98145	*one*	NULL
3559	dē(cu)curri	decucurri	NULL	lemma/98161	*one*	NULL
3560	decuma	decuma	NULL	lemma/4619,lemma/98981	*many*	NULL
3561	dēcumbo, -cubui, -cubitum	decumbo	VERB	lemma/98145	ONE	NULL
3562	decuria, -ae,	decuria	NOUN	lemma/98152	ONE	NULL
3563	decuriātio, -ōnis,	decuriatio	NOUN	lemma/98155	ONE	NULL
3564	decuriātus, -ūs,	decuriatus	NOUN	lemma/98171	ONE	NULL
3565	decurio	decurio	NULL	lemma/98156,lemma/98157	*many*	NULL
3566	decurio, -ōnis,	decurio	NOUN	lemma/98157	ONE	NULL
3567	decuriōnātus, -ūs,	decurionatus	NOUN	lemma/98159	ONE	NULL
3568	dēcurro, -(cu)curri, -cursum	decurro	VERB	lemma/98161	ONE	NULL
3569	dēcursio, -ōnis,	decursio	NOUN	lemma/98162	ONE	NULL
3570	dēcursus, -a, -um:	decursus	ADJ	hypolemma/10829	ONE	NULL
3571	dēcursus, -ūs,	decursus	NOUN	lemma/98173	ONE	NULL
3572	dēcurto	decurto	NULL	lemma/98165	*one*	NULL
3573	decus, -oris,	decus	NOUN	lemma/46312,lemma/98168,lemma/98175	MANY	NULL
3574	dēcussi	decussi	NULL	lemma/46314,lemma/98174,lemma/98179	*many*	NULL
3575	dēcusso	decusso	NULL	lemma/98177	*one*	NULL
3576	dēcussus, -a, -um:	decussus	ADJ	hypolemma/10845	ONE	NULL
3577	dēcutio, -cussi, -cussum	decutio	VERB	lemma/100379,lemma/98179	MANY	NULL
3578	dēdeceo, -decui, —	dedeceo	VERB	lemma/141765	ONE	NULL
3579	dēdecoro	dedecoro	NULL	lemma/98187	*one*	NULL
3580	dēdecōrus, -a, -um:	dedecorus	ADJ	lemma/98189	ONE	NULL
3581	dēdecus, -oris,	dedecus	NOUN	lemma/98191	ONE	NULL
3582	dedi	dedi	NULL	lemma/98205,lemma/99970	*many*	NULL
3583	dēdicātio, -ōnis,	dedicatio	NOUN	lemma/98193	ONE	NULL
3584	dēdico	dedico	NULL	lemma/46322,lemma/98197	*many*	NULL
3585	dedidi	dedidi	NULL	lemma/98205	*one*	NULL
3586	dēdidici	dedidici	NULL	lemma/98201	*one*	NULL
3587	dēdignor	dedignor	NULL	lemma/98199	*one*	NULL
3588	dēdisco, —, —	dedisco	VERB	lemma/98201	ONE	NULL
3589	dēditīcius, -a, -um:	dediticius	ADJ	lemma/98202	ONE	NULL
3590	dēditio, -ōnis,	deditio	NOUN	lemma/98204	ONE	NULL
3591	deditus, -a, -um:	deditus	ADJ	hypolemma/10876	ONE	NULL
3592	dēdo, -didi, -ditum	dedo	VERB	lemma/98205	ONE	NULL
3593	dēdoceo, —, —	dedoceo	VERB	lemma/98206	ONE	NULL
3594	dēdoleo, —, —	dedoleo	VERB	lemma/98207	ONE	NULL
3595	dēdūco, -duxi, -ductum	deduco	VERB	lemma/98210	ONE	NULL
3596	dēducta, -ae,	deducta	NOUN	lemma/170242	ONE	NULL
3597	dēductio, -ōnis,	deductio	NOUN	lemma/98211	ONE	NULL
3598	dēductor, -ōris,	deductor	NOUN	lemma/98216	ONE	NULL
3599	dēductus, -a, -um:	deductus	ADJ	hypolemma/10886	ONE	NULL
3600	dēduxi	deduxi	NULL	lemma/98210	*one*	NULL
3601	deerro	deerro	NULL	lemma/98219	*one*	NULL
3602	dēfatigātio, -ōnis,	defatigatio	NOUN	lemma/98229	ONE	NULL
3603	dēfēci	defeci	NULL	lemma/98257	*one*	NULL
3604	dēfectio, -ōnis,	defectio	NOUN	lemma/98232	ONE	NULL
3605	dēfector, -ōris,	defector	NOUN	lemma/98234	ONE	NULL
3606	dēfectus, -a, -um:	defectus	ADJ	hypolemma/10961	ONE	NULL
3607	defectus, -ūs,	defectus	NOUN	lemma/100396	ONE	NULL
3608	dēfendo, -fendi, -fensum	defendo	VERB	lemma/98236	ONE	NULL
3609	dēfēnero	defenero	NULL	lemma/98223	*one*	NULL
3610	dēfensio, -ōnis,	defensio	NOUN	lemma/98243	ONE	NULL
3611	dēfensito	defensito	NULL	lemma/98245	*one*	NULL
3612	dēfensor, -ōris,	defensor	NOUN	lemma/98249	ONE	NULL
3613	dēfensus, -a, -um:	defensus	ADJ	hypolemma/10930	ONE	NULL
3614	dēferbui	deferbui	NULL	lemma/100452,lemma/98255	*many*	NULL
3615	dēfero, -tuli, -lātum	defero	VERB	lemma/98252	ONE	NULL
3616	dēfervesco, -fervi	deferuesco	NOUN	lemma/98255	*one*	NULL
3617	dēfessus, -a, -um:	defessus	ADJ	hypolemma/10958,hypolemma/10981	MANY	NULL
3618	dēfetiscor, dēfessus	defetiscor	NOUN	lemma/98256	*one*	NULL
3619	dēfexit	defexit	NULL	lemma/98257	*one*	NULL
3620	dēficio, -fēci, -fectum	deficio	VERB	lemma/98257	ONE	NULL
3621	dēfictus, -a, -um:	defictus	ADJ	hypolemma/10964,hypolemma/10970	MANY	NULL
3622	dēfidi	defidi	NULL	lemma/46402	*one*	NULL
3623	dēfigo, -fixi, -fixum	defigo	VERB	lemma/98258	ONE	NULL
3624	dēfingo, -finxi, -fictum	defingo	VERB	lemma/98261	ONE	NULL
3625	dēfīnio	definio	NULL	lemma/98262	*one*	NULL
3626	dēfinītio, -ōnis,	definitio	NOUN	lemma/98263	ONE	NULL
3627	defīnītīvus, -a, -um:	definitiuus	ADJ	lemma/98265	ONE	NULL
3628	dēfīnītus, -a, -um:	definitus	ADJ	hypolemma/10973	ONE	NULL
3629	dēfinxi:	definxi	NULL	lemma/98261	*one*	NULL
3630	dēfīo, defieri:	defio	NOUN	lemma/98267	*one*	NULL
3631	dēfixi:	defixi	NULL	lemma/98258	*one*	NULL
3632	dēfixus, -a, -um:	defixus	ADJ	hypolemma/10964	ONE	NULL
3633	dēflagrātio, -ōnis,	deflagratio	NOUN	lemma/98269	ONE	NULL
3634	dēflagro	deflagro	NULL	lemma/98270	*one*	NULL
3635	dēflecto, -flexi, -flexum	deflecto	VERB	lemma/98272	ONE	NULL
3636	dēfleo, -flēvi, -flētum	defleo	VERB	lemma/98273	ONE	NULL
3637	dēfletus, -a, -um:	defletus	ADJ	hypolemma/10991	ONE	NULL
3638	dēflevi	defleui	NULL	lemma/98273	*one*	NULL
3639	dēflexi	deflexi	NULL	lemma/98272	*one*	NULL
3640	dēflexus, -a, -um:	deflexus	ADJ	hypolemma/10988	ONE	NULL
3641	dēfloresco, -florui, —	defloresco	VERB	lemma/100448	ONE	NULL
3642	dēfluo, -fluxi, -fluxum	defluo	VERB	lemma/98283	ONE	NULL
3643	dēfluxi	defluxi	NULL	lemma/98283	*one*	NULL
3644	dēfluxus, -a, -um:	defluxus	ADJ	hypolemma/11006	ONE	NULL
3645	dēfōdi	defodi	NULL	lemma/98287	*one*	NULL
3646	dēfodio, -fōdi, -fossum	defodio	VERB	lemma/98287	ONE	NULL
3647	dēformātio, -ōnis,	deformatio	NOUN	lemma/98291,lemma/99430	MANY	NULL
3648	dēformis, -e:	deformis	NOUN	lemma/98292	*one*	NULL
3649	dēformitās, -ātis,	deformitas	NOUN	lemma/98293	ONE	NULL
3650	dēformo	deformo	NULL	lemma/98294	*one*	NULL
3651	dēfossus, -a, -um:	defossus	ADJ	hypolemma/11010	ONE	NULL
3652	dēfractus, -a, -um:	defractus	ADJ	hypolemma/11037	ONE	NULL
3653	dēfraudo	defraudo	NULL	lemma/98299	*one*	NULL
3654	dēfregi	defregi	NULL	lemma/98306	*one*	NULL
3655	dēfrēnātus, -a, -um:	defrenatus	ADJ	lemma/98301	ONE	NULL
3656	dēfrico, -fricui, -frictum [eta-fricātum	defrico	NULL	lemma/98304	*one*	NULL
3657	dēfrictus, -a, -um:	defrictus	ADJ	hypolemma/11033	ONE	NULL
3658	dēfringo, -frēgi, -fractum	defringo	VERB	lemma/98306	ONE	NULL
3659	dēfrutum, -i,	defrutum	NOUN	lemma/98316	ONE	NULL
3660	dēfūdi	defudi	NULL	lemma/98323	*one*	NULL
3661	dēfugio, -fūgi, —	defugio	VERB	lemma/98318	ONE	NULL
3662	dēfui	defui	NULL	lemma/98996	*one*	NULL
3663	dēfundo, -fūdi, -fūsum	defundo	VERB	lemma/98323	ONE	NULL
3664	dēfungor, -functus	defungor	NOUN	lemma/98324	*one*	NULL
3665	dēfūsus, -a, -um:	defusus	ADJ	hypolemma/11050	ONE	NULL
3666	dēgener, -eris:	degener	NOUN	lemma/98330	*one*	NULL
3667	dēgenerātum, -i,	degeneratum	NOUN	lemma/98331	*one*	NULL
3668	dēgenero	degenero	NULL	lemma/98331	*one*	NULL
3669	dēgessi	degessi	NULL	lemma/98333	*one*	NULL
3670	dēgi	degi	NULL	lemma/46483,lemma/98339	*many*	NULL
3671	dēglūbo, -glupsi, -gluptum	deglubo	VERB	lemma/98335,lemma/98336	MANY	NULL
3672	dēgo, dēgi, —	dego	VERB	lemma/98339	ONE	NULL
3673	dēgrandinat	degrandinat	NULL	lemma/98342	*one*	NULL
3674	dēgravo	degrauo	NULL	lemma/98344	*one*	NULL
3675	dēgredior, -gressus	degredior	NOUN	lemma/98345	*one*	NULL
3676	dēgressus, -a, -um:	degressus	ADJ	hypolemma/11091	ONE	NULL
3677	degrunnio, —, —	degrunnio	VERB	lemma/98348	ONE	NULL
3678	dēgusto	degusto	NULL	lemma/98354	*one*	NULL
3679	dehinc	dehinc	NULL	lemma/98357	*one*	NULL
3680	dehisco, —, —	dehisco	VERB	lemma/98358	ONE	NULL
3681	dehonestamentum, -i,	dehonestamentum	NOUN	lemma/98359	ONE	NULL
3682	dehonesto	dehonesto	NULL	lemma/98362	*one*	NULL
3683	dehortor	dehortor	NULL	lemma/98370	*one*	NULL
3684	dēicio	deicio	NULL	lemma/98373	*one*	NULL
3685	dēiēci	deieci	NULL	lemma/98373	*one*	NULL
3686	dēiectio, -ōnis,	deiectio	NOUN	lemma/98374	ONE	NULL
3687	dēiectus, -a, -um:	deiectus	ADJ	hypolemma/11123	ONE	NULL
3688	dēiectus, -ūs,	deiectus	NOUN	lemma/100402	ONE	NULL
3689	dēiero	deiero	NULL	lemma/98380	*one*	NULL
3690	dēiicio	deiicio	NULL	lemma/98373	*one*	NULL
3691	dein	dein	NULL	lemma/98386	*one*	NULL
3692	deinceps	deinceps	NULL	lemma/98384,lemma/98385	*many*	NULL
3693	deinde	deinde	NULL	lemma/98386	*one*	NULL
3694	dēiungo, -iunxi, -iunctum	deiungo	VERB	lemma/98397	ONE	NULL
3695	dēlābor, -lapsus	delabor	NOUN	lemma/98400	*one*	NULL
3696	dēlāmentor	delamentor	NULL	lemma/98407	*one*	NULL
3697	dēlapsus, -a, -um:	delapsus	ADJ	hypolemma/11158	ONE	NULL
3698	dēlasso	delasso	NULL	lemma/98412	*one*	NULL
3699	dēlātio, -ōnis,	delatio	NOUN	lemma/98413	ONE	NULL
3700	dēlātor, -ōris,	delator	NOUN	lemma/98415	ONE	NULL
3701	dēlatus, -a, -um:	delatus	ADJ	hypolemma/10949	ONE	NULL
3702	dēlectābilis, -e:	delectabilis	NOUN	lemma/100386	*one*	NULL
3703	dēlectāmentum, -i,	delectamentum	NOUN	lemma/100387	ONE	NULL
3704	dēlectātio, -ōnis,	delectatio	NOUN	lemma/100388	ONE	NULL
3705	dēlecto	delecto	NULL	lemma/98418	*one*	NULL
3706	dēlectus, -a, -um:	delectus	ADJ	hypolemma/11250	ONE	NULL
3707	dēlectus, -ūs,	delectus	NOUN	lemma/100404	ONE	NULL
3708	dēlēgātio, -ōnis,	delegatio	NOUN	lemma/98420	ONE	NULL
3709	dēlēgi	delegi	NULL	lemma/98470	*one*	NULL
3710	dēlēgo	delego	NULL	lemma/98425,lemma/98470	*many*	NULL
3711	dēlēnīmentum, -i,	delenimentum	NOUN	lemma/98427	ONE	NULL
3712	dēlēnio	delenio	NULL	lemma/98428	*one*	NULL
3713	dēlēnītor, -ōris,	delenitor	NOUN	lemma/98429	ONE	NULL
3714	dēleo, -ēvi, -ētum	deleo	VERB	lemma/98431	ONE	NULL
3715	dēlētrix, -īcis,	deletrix	NOUN	lemma/98437	ONE	NULL
3716	dēlētus, -a, -um:	deletus	ADJ	hypolemma/11199	ONE	NULL
3717	dēlēvi	deleui	NULL	lemma/98431,lemma/98478	*many*	NULL
3718	dēliberābundus, -a, -um:	deliberabundus	ADJ	lemma/98441	ONE	NULL
3719	dēlīberatio, -ōnis,	deliberatio	NOUN	lemma/98442	ONE	NULL
3720	dēlīberātīvus, -a, -um:	deliberatiuus	ADJ	lemma/98443	ONE	NULL
3721	dēlīberātor, -ōris,	deliberator	NOUN	lemma/98445	ONE	NULL
3722	dēlībero	delibero	NULL	lemma/98446	*one*	NULL
3723	dēlībo	delibo	NULL	lemma/98447	*one*	NULL
3724	dēlībro	delibro	NULL	lemma/98449	*one*	NULL
3725	dēlībūtus, -a, -um:	delibutus	ADJ	hypolemma/11222	ONE	NULL
3726	dēlicātus, -a, -um:	delicatus	ADJ	lemma/98451,hypolemma/11239	MANY	NULL
3727	dēliciae, -ārum,	deliciae	NOUN	lemma/136057	ONE	NULL
3728	dēlictum, -i,	delictum	NOUN	lemma/98424	ONE	NULL
3729	dēlictus, -a, -um:	delictus	ADJ	hypolemma/11271	ONE	NULL
3730	dēligo, -lēgi, -lectum	deligo	VERB	lemma/98470,lemma/98471	MANY	NULL
3731	dēlīnīmentum, dēlinio, delinitor:	delinimentum	NULL	lemma/98427	*one*	NULL
3732	dēlinquo, -līqui, -lictum	delinquo	VERB	lemma/98480	ONE	NULL
3733	dēliquesco, -licui, —	deliquesco	VERB	lemma/98481	ONE	NULL
3734	dēlīqui	deliqui	NULL	lemma/98468,lemma/98480,lemma/98483,lemma/99431	*many*	NULL
3735	dēlīrātio, -ōnis,	deliratio	NOUN	lemma/98486	ONE	NULL
3736	dēlīro	deliro	NULL	lemma/98489	*one*	NULL
3737	dēlīrus, -a, -um:	delirus	ADJ	lemma/98490	ONE	NULL
3738	dēlitesco, -litui, —	delitesco	VERB	lemma/98492	ONE	NULL
3739	dēlītigo	delitigo	NULL	lemma/98491	*one*	NULL
3740	dēlitui	delitui	NULL	lemma/98478,lemma/98492	*many*	NULL
3741	dēlitus, -a, -um:	delitus	ADJ	hypolemma/11268	ONE	NULL
3742	delphīnus, -i	delphinus	NOUN	lemma/98498	ONE	NULL
