id	qid	text
305	L87289	adoleo, —, adultum2: lurrun bihurtu, lurrunez edo kez inguratu; opagaia erre, eskaini; su eman, piztu.
306	L87290	adolescens, -entis: handituz doan(a), gazte. Subst.: ikus adulescens.
307	L87291	adōlescentia, -ae, f.: adulescentia.
308	L87292	adolesco, adolēvi, adultum3: hazi; sendotu.
309	L87293	adoperio, -rui, -rtum 4: estali; itxi.
310	L87294	adopertus, -a, -um: pp., ikusadoperio
311	L87295	adoperui: perf., ikusadoperio
312	L87296	adopto1: adoptatu; hautatu, txertatu.
313	L87297	ador, -ōris, n.: espelta, gari zuri.
314	L87298	adōrea, -ae, f.: garaileari ematen zaion espelta-ordaina; garaipen.
315	L87299	adorior, -ortus 4: altxatu, eraso; arduratu, saiatu;-i ekin, hasi.
316	L87300	adorno1: armatu, hornitu; -z hornitu (re); apaindu.
317	L87301	adortus, -a, -um: pp., ikusadorior
318	L87302	adōro1: otoitz egin, errezatu; otoi eskatu; gurtu, beneratu, errespetatu; erregu bidez lortu.
319	L87303	adp-...:ikus app-...
320	L87304	adr-...:ikus arr-...
321	L87305	ads-...:ikus ass-...
322	L87306	adsc-...:ikus asc-...
323	L87307	adsp-...:ikus asp-...
324	L87308	adst-...:ikus ast-...
325	L87309	adt-...:ikus att-...
326	L87310	adsum[etaassum], adfui[eta affui], —irr., intr.: bertan egon, egon; parte hartu; agertu, iritsi, bertaratu; -en ondoan egon, -i lagundu.
327	L87311	adūlescens, -entis, m. eta f.: gazte, nerabe.
328	L87312	adulescentia, -ae, f.: nerabezaro.
329	L87313	adūlor1: buztanarekin lausengatu (txakurrek); lausengatu, losintxatu [ak.].
330	L87314	adulter, -era, -erum:adulteriogile; aldatu(a), faltsutu(a).
331	L87315	adulter, -eri, m.: adulteriogile, maitale
332	L87316	adulterium, -i, n.: adulterio.
333	L87317	adultus, -a, -um:heldu(a), hazi(a), garatu(a).
334	L87318	adumbrātio, -ōnis, f.: zirriborro, apunte; argibide huts, aipamen huts.
335	L87319	adumbro1: zirriborroa egin; azaletik adierazi.
336	L87320	aduncus, -a, -um:oker, makurtu(a), kakotu(a).
337	L87321	adūno1: bateratu, elkartu.
338	L87322	adurgeo, -ursi, —2 tr.: estutu, hertsatu; -en atzetik ibili; segika ibili; jazarri.
339	L87323	adūro, -ussi, -ustum 3 tr.: erre, kiskali, txigortu; zurrun jarri (hotzak eraginda).
340	L87324	adussi: perf., ikusadūro
341	L87325	adusque, prep. ak.: usque ad: arte, -raino; — adb.: toki guztietan; guztiz, erabat.
342	L87326	adustus, -a, -um: pp., ikusadūro
343	L87327	advectus, -a, -um: pp., ikusadveho
344	L87328	adveho, -vexi, -vectum 3: eraman, ekarri, garraiatu; pas.: joan (zaldiz, gurdiz, etab.); iritsi, lehorreratu.
345	L87329	advēlo1: estali, ezkutatu; koroatu.
346	L87330	advena, -ae, f.: etorkin, atzerritar, arrotz, bidaiari; hasiberri, ikasgabe(a), ezjakin (in re).
347	L87331	advenio, -vēni, -ventum 4: iritsi (in edo ad + ak.); hurreratu; egokitu, tokatu.
348	L87332	advento1: hurbilduz joan.
349	L87333	adventus, -ūs, m.: etorrera.
350	L87334	adversarius, -a, -um: begien aurrean dagoen(a); aurkari, aurkako, kontrako, etsai [dat.]; adversaria, -ae, f.: etsai, aurkako, lehiakide [emakumezkoa]; adversaria, -ōrum, n. pl.: zirriborro, ohar-liburu; aurkariaren argudioak; adversarius, -i, m.: etsai, aurkako, lehiakide; 
351	L87335	adversor1: aurre egin;[dat.; quominus, ne, + subjuntiboa] -en kontra egin, -en kontra jarri.
352	L87336	adversus eta adversum, prep. ak.: -rantz; -en kontra; -en aurrean; -i dagokionez; -kin alderatuz; adb.: aurrean, aurka, bidera.
353	L87337	adversus, -a, -um:aurrez aurreko, aurreko; -i begira(ko); etsai, aurkari, aurkako (ventus adversum tenet Athenis proficiscentibus: kontrako haizea dute Atenastik datozenek); kaltegarri, ezatsegin.
354	L87338	adverto, -verti, -versum 3: bideratu, -rantz itzuli; erakarri; pas.: lehorreratu; animum a.: ohartu, -i kasu egin; erreparatu, hauteman; zigortu (in aliquem: norbait).
355	L87339	advesperascit, -āvit, —3 inperts., intr.:iluntzen ari da, gautzen ari da, iluntzen du, gautzen du.
356	L87340	advexi: perf., ikusadveho
357	L87341	advoco1: deitu, etorrarazi; -en laguntza eskatu.
358	L87342	advolo1: -rantz hegan egin; korrika joan.
359	L87343	advolūtus, -a, -um: pp., ikusadvolvo
360	L87344	advolvo, -volvi, -volūtum 3: birarazi; pilatu; se a. edo pas.: ahuspeztu, ahuspez jarri (genibus: oinetara).
361	L87345	adytum[y laburra], -i, n.: santutegi; leku ezkutu eta gordeena, bereziki tenpluetan; hilobi
362	L87346	aedēs [etaaedis], -is, f.: tenplu, santutegi; gela, areto; aedēs, -ium, f.pl. etxe; tenpluak.
363	L87347	aedifico1 tr.: eraiki; sortu.
364	L87348	aedilis, -is, m.: edil, herri-lanen ardura zuen magistratu erromatar. 
365	L87349	aedilitās, -ātis, f.: edil kargua
366	L87350	aedilitius[etaaedilicius], -a, -um: edilaren, edilari dagokion(a).
367	L87351	aeger, -gra, -grum: gaixo; haserre, larri; mingarri, penagarri; triste, malenkoniatsu.
368	L87352	aegis, -idis, f. [ak. -a]: babes, ezkutu.
369	L87353	aegrē, adb.: atsekabez; nekez, apenas; gogoz kontra.
370	L87354	aegresco3: gaixotu; haserretu; okerrera egin, larriagotu.
371	L87355	aegrimōnia, -ae, f.: nahigabe, umore txar.
372	L87356	aegritūdo, -inis, f.: ondoez; pena, nahigabe.
373	L87357	aegrōto1: gaixotu, sufritu; makaldu.
374	L87358	aegrōtus, -a, -um:gaixo.
375	L87359	aemulor1: berdindu nahi izan, -kin norgehiagoka ari izan [ak.]; inbidia izan [dat.].
376	L87360	aemulus, -a, -um:imitatzaile, lehiakide; bekaizti.
377	L87361	aēneus, -a, -um:metalezko, burdinazko, kobrezko, brontzezko; menderaezin, gogor.
378	L87362	aenigma, -atis, n.: enigma; zentzu enigmatiko.
379	L87363	aēnum, -i, n.: pertz.
380	L87364	aēnus, -a, -um:ikusaēneus.
381	L87365	aequābilis, -e: berdin, berdinkide; erregular, iraunkor; inpartzial; adeitsu.
382	L87366	aequaevus, -a, -um:adin bereko.
383	L87367	aequālis, -e: lau; berdin; baliokide; garaikide.
384	L87368	aequālitās, -ātis, f.: berdintasun.
385	L87369	aequātio, -ōnis, f.: berdintze; banaketa proportzionatu; ekuazio.
386	L87370	aequē, adb.: era berean, berdin; zuzentasunez; aeque ac edo atque edo et: bezala.
387	L87371	aequiparo [etaaequipero]1 tr.: parekatu, berdindu.
388	L87372	aequitās, -ātis, f.: berdintasun; zuzentasun, justizia, inpartzialtasun; zintzotasun, pazientzia, lasaitasun; etsimendu, axolagabetasun.
389	L87373	aequo1: berdindu (solo a.: suntsitu, birrindu); konparatu [dat. edo cum]
390	L87374	aequor, -oris, n.: lautada, ordoki; itsasoaren azal laua; itsasoa; [pl.] olatuak, itsasoko ura.
391	L87375	aequoreus, -a, -um:lau; berdin; ongi kokatu(a); mesedegarri; zintzo, lasai, alai; justu, inpartzial (aequi bonique facere; zerbait justutzat aitortu, zerbaitekin konformatu).
392	L87376	āēr, āeris, m. [ak. āera]: aire, atmosfera; laino.
393	L87377	aerārium, -i, n.: altxor, altxor publiko.
394	L87378	aerārius, -a, -um:brontzeari dagokion(a), brontze-, brontzezko; aerarius tribunus: armadako kutxazain.
395	L87379	arātus, -a, -um:brontzezko; aberats.
396	L87380	āëreus, -a, -um:aireko; goian hegan egiten duen(a); zeruko.
397	L87381	aereus, -a, -um:kobrezko, brontzezko; kobre edo brontzez hornitua.
398	L87382	aerifer, -fera, -ferum: brontzea duen(a) [brontzezko zinbalak].
399	L87383	āërius, -a, -um:ikus āëreus.
400	L87384	aerūgo, -inis, f.: uger, herdoil; inbidia.
401	L87385	aerumna, -ae, f.: zorigaitz, itolarri.
402	L87386	aes, aeris, n.: brontze, kobre, metal; brontzezko/kobrezko/metalezko objektu; diru; aes alienum: zorrak; [pl.] soldata, lansari.
403	L87387	aesculētum, -i, n.: artadi.
404	L87388	aesculus, -i, f.: arte, zurbeltz.
405	L87389	aestās, -ātis, f.: uda, udaldi; urte.
406	L87390	aestifer, -fera, -ferum: bero.
407	L87391	aestimātio, -ōnis, f.: balioespen, zenbatespen; prezioa jartze; diruzko isun.
408	L87392	aestimātor, -ōris, m.: balioztatzaile, ebaluatzaile; tasatzaile.
409	L87393	aestimo1: balioetsi, -tzat eduki (tanti, quanti); -en arabera epaitu (ex edo abl. prep. gabe).
410	L87394	aestīva, -ōrum, n. pl.: udako kuartelak; udako etxe.
411	L87395	aestīvus, -a, -um:udako.
412	L87396	aestuārium, -i, n.: estuario, padura; badia.
413	L87397	aestumo: ikus aestimo.
414	L87398	aestuo1: erre, kiskali; bero-bero egon; irakin; sutu, haserretu, nahigabetu; aparra atera, uhinak izan (uretan).
415	L87399	aestuōsus, -a, -um:sutsu; apartsu.
416	L87400	aestus, -ūs, m.: bero handi, beroaldi, su; olatuak, uhinaldi, itsaso zakar; grina; ezbai, gorabehera; larritasun.
417	L87401	aetās, -ātis, f.: adin; bizitza, bizitzaren iraupen; bizi; garai, aro; gizaldi (33 urte).
418	L87402	aetatula, -ae, f.: adin txiki, haurtzaro.
419	L87403	aeternitās, -ātis, f.: betikotasun, eternitate; hilezkortasun.
420	L87404	aeterno1: hilezkortu.
421	L87405	aeternus, -a, -um:betiereko; hilezkor; betiko.
422	L87406	aether, -eris, m. [ak. -era]: aire, atmosfera, eter, zeru, ortzi
423	L87407	aetherius, -a, -um:etereo, aireko; zeruko, jainkozko; ortziko, goiko
424	L87408	aevum, -i, n.: betikotasun; bizitza (aevi brevis: bizitza laburreko; aevum agitare: bizi izan); poet.: aetas.
425	L87409	Afer, Afra, Afrum: afrikar.
426	L87410	affatim, adb.: nahiko, ugari, ugaritasunez.
427	L87411	affātus, -ūs, m.: hitzaldi; hitzak.
428	L87412	affēci: perf., ikusafficio
429	L87413	affectātio, -ōnis, f.: ahalegin, asmo, irrika, desira.
430	L87414	affectio, -ōnis, f.: inpresio; egoera, jarrera, gauza baten uneko egoera; izaera; gogo, aldarte, joera; maitasun, zaletasun.
431	L87415	affecto1: oratu, heldu nahi izan iter a.: bide bat hartu); biziki nahi izan [ak.]; erasan; alicui dextram a.: -i heldu.
432	L87416	affectus, -a, -um: pp., ikusafficio
433	L87417	affectus, -ūs, m.: egoera, gogo; grina; zaletasun, maitasun, estimu.
434	L87418	affero, attuli, allātum3: ekarri, eraman, eman (aliquid ad aliquem edo alicui;manus alicui a.: eskuak gainean jarri norbaiti; manus sibi a.: nork bere burua hil); iragarri, esan; prestatu; sorrarazi, iradoki; lagundu; gehitu.
435	L87419	afficio, -fēci, -fectum 3: erasan, egin, eragin (vulnere aliquem a.: norbait zauritu; poenā a.: zigortu; iniuriā a.: iraindu; laude a.: laudatu, goratu); gorputzaldi edota aldarte jakin bat izan; mindu, kalte egin, ahuldu, oinazetu, nekatu.
436	L87420	affictus, -a, -um: pp., ikus affingo
437	L87421	affīgo, -fixi, -fixum 3: finkatu, iltzez josi, itsatsi (aliquem ad aliquid edo dat. edo in re).
438	L87422	affingo, -finxi, -fictum 3: osatu; gaineratu, gehitu; asmatu; itxurak egin.
439	L87423	affīnis, -e: mugakide, auzoko (alicui); parte-hartzaile, -tan dabilena, konplize [dat. edo gen.]; kide, ahaide [dat.].
440	L87424	affinxi: perf., ikus affingo
441	L87425	affirmo1: baieztatu, egiaztatu; berretsi.
442	L87426	affixi: perf., ikus affīgo
443	L87427	affixus, -a, -um: pp., ikus affigo.
444	L87428	afflātus, -ūs, m.: hats, arnasa; arnas hartze.
445	L87429	affleo2: norbaitekin negar egin.
446	L87430	afflicto1: gogor edo behin baino gehiagotan jo; gaizki tratatu, oinazetu, atsekabetu.
447	L87431	afflictus, -a, -um: pp., ikus affligo. — Adj.: samindu(a), atsekabetu(a), zorigaiztoko; abaildu(a); res afflictae: egoera estu edo etsi.
448	L87432	afflīgo, -flixi, -flictum 3: jo, indarrez bota zerbaiten kontra (aliquid ad aliquid edo dat.); lurrera bota; eraitsi, hondatu; etsiarazi; gaizki tratatu, atsekabetu.
449	L87433	afflixi: perf., ikus affligo.
450	L87434	afflo1: putz egin; arnasa hartu; jariatu; zabaldu, hedatu [ak. eta dat.]
451	L87435	afluens, -entis: aberats, oparo.
452	L87436	affluo, -fluxi, — 3: -ra isuri; -en ondoan joan [ad edo dat.]; ugari izan (re).
453	L87437	affor 1 dep.: hitz egin, esan; agur esan; erregutu.
454	L87438	affore eta afforem: ikusadsum.
455	L87439	affūdi: perf., ikus affundo.
456	L87440	affui: perf., ikus adsum. 
457	L87441	affulgeo, -fulsi, — 2: distira egin, dirdiratu; irribarre egin [dat.].
458	L87442	affulsi: perf., ikus affulgeo.
459	L87443	affundo, -fūdi, -fūsum 3: -en gainean isuri (aliquid alicui rei).
460	L87444	affūsus, -a, -um: pp., ikus affundo.
461	L87445	āfore eta āforem: ikus absum
462	L87446	āfui: perf., ikus absum
463	L87447	agāso, -ōnis, m.: ukuiluzain.
464	L87448	age[etaagedum, agite, agitedum], interj.: ea, ea bada, alo; tira, tira ba; goazen
465	L87449	agellus, -i, m.: alor txiki, landa txiki.
466	L87450	ager, agri, m.: alor, soro; lurralde, eskualde.
467	L87451	agesis, interj.: tira bada, ongi baderitzozu.
468	L87452	agite(dum), interj.: ikus age
469	L87453	agger, -eris, m.: lur mordo; lubakietarako materialak; lurrezko goragune, luhesi; hesi; galtzada, bide; nasa, dike; urertz; altuera, muino; tumulu
470	L87454	aggero1: pilatu, metatu; handitu.
471	L87455	aggero, -gessi, -gestum 3: eraman, ekarri; azaldu, gaineratu.
472	L87456	aggessi: perf., ikus aggero
473	L87457	aggestus, -a, -um: pp., ikus aggero
474	L87458	agglomero1: elkartu, batu (se alicui); metatu.
475	L87459	agglūtino1: itsatsi, erantsi, bildu, batu.
476	L87460	aggravo1: larriagotu; astunago egin, astundu.
477	L87461	aggredior, -gressus 3: -rantz joan, hurbildu (ad aliquem edo aliquem); norbaiti hitz egin edo erregutu; eraso; hasi, -i ekin; lortzen saiatu [ak.].
478	L87462	aggrego1: gehitu; elkartu, batu.
479	L87463	aggressus, -a, -um: pp., ikus aggredior
480	L87464	agilis, -e: bizi, zalu; bizkor, arin; gogotsu.
481	L87465	agito1: eragin, astindu; atzetik joan, segika ibili, ehizatu; mugitu, inarrosi; nahasi, nahastu; dardaratu, irauli, biratu; aztoratu, akuilatu; iraindu; saiatu, ahalegindu; (agindua, egitekoa) bete; ospatu, jai egin; pasatu, igaro (denbora); portatu, jokatu; bizi izan; saiatu, gogoz ahalegindu; gogoeta egin, planak egin (aliquid animo, in edo cum animo, secum; de re).
482	L87466	agmen, -inis, n.: aurrerakako mugimendu; [arraunarena] kolpe; talde, multzo ugari, aldra; [armadarena] joate, ibilaldi; [armadan] formazio, zutabe, soldadu-zutabe(primum a.: abangoardia, aurrealde; mediuma.: erdigune; extremum a.edo novissimuma.: atzealde, atzeguardia; a. quadratum: lauki-formazio); [armadan] martxa, maniobra; [armadan] lerro, armada antolatu(a); [poet.] gerra, bataila, gudu.
483	L87467	agna, -ae, f.: bildots eme.
484	L87468	agnālia, -ium, n.: bildotsen festa; ikus agōnālia.
485	L87469	agnascor, -gnātus3: jaio, familian jada oinordeko legitimo bat dagoela.
486	L87470	agnātus, -a, -um: pp., ikus agnascor
487	L87471	agnātus, -i, m.: aitaren aldeko senide; jada oinordeko legitimoa dagoenean jaiotako semea.
488	L87472	agnellus, -i, m.: bildots txiki.
489	L87473	agnīna, -ae, f.: bildots-haragi
490	L87474	agnīnus, -a, -um: bildotsaren, bildots-.
491	L87475	agnitio, -ōnis, f.: ezagutza, ezagutze.
492	L87476	agnitus, -a, -um: pp., ikus agnosco
493	L87477	agnōmen, -inis, n.: ezizen, goitizen.
494	L87478	agnosco, agnōvi, agnitum3: ezagutu; ohartu, konturatu; eman.
495	L87479	agnōvi: perf., ikus agnosco
496	L87480	agnus, -i, m.: bildots.
497	L87481	ago, ēgi, actum 3: eraman; eroan, gidatu; zuzendu; ehizatu, atzetik joan, segika ibili; lapurtu, arpilatu; bultzatu, arrastaka eraman, atera; mugiarazi; egin; (erroak) bota; (bizitza, denbora) igaro; (eskerrak) eman; ospatu, jaiak egin; antzeztu, jende aurrean hitz egin; tratatu, jardun (de re); defendatu (kausa bat); salatu, auzipetu; res acta est: bukatu da negozioa; actum est de me: nireak egin du, akabo; res agitur: kontua da..., jokoan dago..., arriskuan dago...; bene mecum agitur: ongi doakit; se agere: joan; se agere ferociter: zakar jokatu; id agere ut edo ne[subj.-arekin]: saiatu zerbait gerta dadin edo gerta ez dadin.
498	L87482	agōn, -ōnis, m.: gatazka, borroka, borrokaldi.
499	L87483	agōnālia, -ium, n. pl.: agonalak (Janoren ohorezko festak).
500	L87484	agrārius, -a, -um:laborantza-, nekazaritza-.
501	L87485	agrestis, -e: hezigabe(a), basati, zakar, ezjakin; baserriko.
502	L87486	agricola, -ae, m.: baserritar, nekazari.
503	L87487	agripeta, -ae, m.: lur zati bat eskatzen duen(a).
504	L87488	ahēneus, ahēnus: ikusaēneus.
505	L87489	āin, aisne: (benetan) diozu? baliteke...? nola liteke...?
506	L87490	āio, —, — def., tr.: esan; hitz egin (sic ait et dicto tumida aequora placat: horrela hitz egiten du, eta esandakoarekin itsaso harrotua baretzen du; sic ait in molli fixa toro cubitum: “tandem...”: neskak honela hitz egiten du, ukondoa ohatze leunean tinkaturik: “azkenik...”)
507	L87491	āla, -ae, f.: hego [hegaztiena], hegal [armadakoa]; tropa laguntzaileak; besape, sorbalda.
508	L87492	alabaster, -tri, m., eta -trum, -i, n.: lurrin-ontzi.
509	L87493	alacer, -cris, -cre: bizi, sutsu; alai.
510	L87494	alacritās, -ātis, f.: bizitasun, grina; atsegin, plazer; poz, alaitasun.
511	L87495	alapa, -ae, f.: belarrondoko, matraileko.
512	L87496	ālāris, e [eta ālārius, -a, -um]: hegoei dagokien(a), hegal-.ālāres, -ium, m. pl.: tropa laguntzaileak (bereziki zalditeria)
513	L87497	ālātus, -a, -um:hegodun.
514	L87498	alauda, -ae, f.: hegatxabal, alauda.
515	L87499	albātus, -a, -um:zuriz jantzi(a), gala-jantziak dituen(a).
516	L87500	albeo, —, —2: zuritu, zuri izan.
517	L87501	albesco, —, —3: zuri jarri.
518	L87502	albico1: zuritu.
519	L87503	albidus, -a, -um:zurixka.
520	L87504	albus, -a, -um:zuri; zurbil; distiratsu; aldeko.
521	L87505	alces, -is, f.: altze [oreinaren antzeko koadrupedoa]
522	L87506	ālea, -ae, f.: dado, dado-joko; zorizko jokoak; arrisku.
523	L87507	āleātōrius, -a, -um:aleatorio, arriskutsu, zorizko.
524	L87508	āles, -itis, m.: hegazti. — Adj.: hegodun; bizkor, arin. Gen. pl. -uum ([behin Virgiliok]
525	L87509	algeo, alsi, —2: hotz izan.
526	L87510	algidus, -a, -um: hotz, hozbera.
527	L87511	algor, -ōris, m.: hotz.
528	L87512	aliā, adb.:beste bide batetik (alii alia: bakoitza bere aldetik)
529	L87513	aliās, adb.: beste sasoi batean, beste batean, beste toki batean, beste era batera; alias alius: batzuetan bat, beste batzuetan beste bat; alias... alias: batzuetan... beste batzuetan.
530	L87514	alibi, adb.: beste toki batean, beste zentzu batean; alibi... alibi: hemen... han; alius alibi: batzuk hemen, beste batzuk han.
531	L87515	alicubi, adb.: tokiren batean, nonbait.
532	L87516	alicunde, adb.: tokiren batetik, nonbaitetik.
533	L87517	aliēnātio, -ōnis, f.: besterentze, lagatze, bertan behera uzte; banantze.
534	L87518	aliēnigena, -ae, m.: atzerritar, kanpotar.
535	L87519	aliēno1: besterendu, utzi; galdu, nahasi (mentem: burua); etsaitu, areriotu, banandu (aliquem ab aliquo: bata bestearekin, bata bestearengandik).
536	L87520	aliēnus, -a, -um:besteren, inoren; atzerritar, kanpotar; aes alienum: zorrak; nomina aliena: zordunak; kaltegarri, kontrako (alicui); aurkako, etsai (ab aliquo, edo dat., edo gen.); desegoki; hasiberri, ezikasi, ezjakin (in, abl.-ekin).
537	L87521	āliger, -gera, -gerum: hegodun, bizkor, laster.
538	L87522	alimentum, -i, n.: elikagai; inudearen edo haurtzainaren soldata.
539	L87523	alimōnium, -i, n.: elikagai; heziketa.
540	L87524	aliō, adb.: beste toki batera; alius alio: batzuk hona, beste batzuk hara.
541	L87525	aliōquī(n): bestalde; gainontzean, osterantzean; bestela.
542	L87526	aliorsum[eta-us], adb.: beste alde baterantz; beste zentzu batean.
543	L87527	aliōversum [eta-us]: ikusaliorsum.
544	L87528	alipēs, -edis: oinetan hegoak dituen(a), bizkor. — subst.: zaldi.
545	L87529	aliquā, adb.: nonbaitetik; nolabait.
546	L87530	aliquandiū, adb.: denbora batez.
547	L87531	aliquandō, adb.: noizbait.
548	L87532	aliquantulus, -a, -um:txiki, gutxi.
549	L87533	aliquantus, -a, -um:nahiko, aski.
550	L87534	aliqui, adb.: nolabait.
551	L87535	aliquis[eta-qui], aliqua, aliquid[eta-quod]: norbait, baten bat, zerbait.
552	L87536	aliquō, adb.: norabait, nonbaitera.
553	L87537	aliquot[dekl.ez.]: batzuk.
554	L87538	aliquotiens[eta -iēs], adb.: batzuetan.
555	L87539	aliter, adb.: bestela; aliter ac, atque, et edo quam: ... ez bezala, -en aldean desberdin.
556	L87540	alitus, -a, -um: pp., ikus alo
557	L87541	ālium, -i, n.: ikus allium.
558	L87542	aliunde, adb.: beste toki batetik, beste batengandik; nolabait.
559	L87543	alius, -a, -ud: beste bat; alius... alius: bata... bestea; alius aliud dicit: batek gauza bat dio, besteak beste bat; alii aliter: batzuk modu batera, besteak beste modu batera; alius atque alius: batean bat, bestean bestea; alius ac, atque, et [postklas.: quam]:-z beste.
560	L87544	allābor, allapsus 3: irristatu, iritsi [gen. edo ak.]
