arrandegi,arrandeguia
izendatu,icendatu
aurkeztu,aurqueztu
aurreko,aurrecoa
bertako,bertacoa
izendatzaile,icendatzallea
euskarri,euſcarria
estutasun,eſtutaſuna
laster,laſter
prestatu,preſtatu
eman,eman
emon,emon
laster,laſterrá
bizi,bicia
arin,ariña
prestatu,preſtatua
laster,laſter
agudo,agudo
aurki,aurqui
sarri,ſarri
goiti,goitia
asmatu,aſmatua
aitzakia,aitzaquia
estutu,eſtutu
agintari,aguintaria
agintaldi,aguintaldia
garaitu,garaitu
garaile,garailea
prestaera,preſtaera
prestatu,preſtatu
prebenitu,prevenitu
prestatu,preſtatua
igerri,iguerri
asmatu,aſmatu
gogoan izan,gogoan izaná
aitzinatu,aitziñatu
prestatzaile,preſtatzallea
aurreko,aurrecoa
aitzineko,aitzinecoa
beltz,beltza
udaberri,udaberria
mandar,mandar
koipeztatu,coipeztatu
koipe,coipea
presondegi,preſondeguia
antzinako,anciñacoa
gabe,gabea
baga,bagá
utzi,utzi
frogabide,frogabidea
frogatu,frogatu
dastatu,daſtatu
dastatu,daſtatua
jaio,jayo
sortu,ſortu
etorri,etorri
luze,lucea
sortze,ſortzea
dei,deya
pregoi,pregoiá
grinatu,griñatua
makur,macurra
mirari,miraria
egitate,eguitatea
profeta,profeta
profesio,profeſioa
desegin,deſeguin
garaitu,garaitu
azpiratu,azpiratu
barnatu,barnatu
barrendu,barrendu
barnatu,barnatua
ondo,ondoa
guraso,guraſoa
debeku,debecua
hartz,hartz
debekatu,debecatu
debekatu,debecatua
seme,ſemeac
txar,charra
txatar,chatarra
hitzaurre,hitzaurrea
luzetasun,lucetaſuna
erdizkatu,erdizcatu
artetu,artetu
artetu,artetua
erdi,erdia
promes,promeſa
agindu,aguindu
promestu,promeſtu
agindu,aguindua
promes,promeſſa
aurreratu,aurreratu
azti,aztia
aztiatu,aztiatu
asmazio,aſmacioa
laster,laſter
agudo,agudo
laster,laſterra
bizi,bicia
jarki,jarquia
grina,griñá
grinatu,griñatua
aipatu,aipatu
aipatu,aipatua
gai,gai
gai,gai
egoki,egoquia
gaztelu,gaztelua
kasta,caſta
estalpe,eſtalpea
ondo,ondó
ongi,ongui
aurreratu,aurreratua
aitzindu,aitzindua
zuzkidura,zuzquidura
jaio,jayo
etorri,etorri
sortu,ſortu
artatsu,artatſu
zuzkidura,zuzquidura
ahaika,ahaicá
ahaikari,ahaicaria
alde,aldea
aldeko,aldecoa
zuhurtzia,zuhurtzia
zogi,zoguia
zurra,zurra
zuhur,zuhurra
proba,proba
dei,deia
publikatu,publicatu
agiri,aguiria
jakin,jaquiña
lotsagarri,lotſagarria
usteltze,uſteltzea
usteldu,uſteldu
hatu,hatu
usteldu,uſteldua
zubi,zubia
txerri,cherria
txerri,cherri
urde,urde
zikin,ciquin
likits,liquits
seinkeria,ſeinqueria
porru,porrua
ate,atea
langa,langá
portu,portua
leku,lecua
toki,toquia
arkakuso,arcacuſoa
ardi,ardia
erpuru,erpurua
erpuru,erpurua
arditegi,arditeguia
sotil,ſotil
politasun,politaſuna
txukun,chucuna
birikeri,biriqueria
mami,mamia
pulpitu,pulpitua
mamitsu,mamitſua
jo,jo
ukitu,uquitu
zi,cia
puntada,puntada
josketa,joſqueta
irozkai,irozcaya
espeka,eſpeca
ostiko,oſticoa
punteria,punteria
ostiko,oſticoa
josketa,joſqueta
puntu,puntuac
epaitz,epaitzac
ahur,ahurra
eskualdi,eſcualdia
izutu,izutu
garbitasun,garbitaſuna
purga,purga
ikuzgarri,icuzgarria
ikuzgarri,icuzgarria
ikuzi,icuzi
purgatu,purgatu
ikuzi,icuzia
garbitu,garbitua
purgatu,purgatua
ikuzgarri,icuzgarria
garbigarri,garbigarria
garbitasun,garbitaſuna
ikuzi,icuzi
garbitu,garbitu
izan,izan
puta,puta
izan,izan
puta,puta
sala,ſala
lauki,lauquia
lauki,lauquia
egoki,egoqui
etorri,etorri
lau,lau
balios,balioſa
zer,cer
berrogei,berroguei
garizuma,garizuma
laurden,laurdena
laurdendu,laurdendu
laurdendu,laurdendua
egoitza,egoitza
laurden,laurdena
laudun,lauduna
oin,oiñ
gela,guela
ganbara,gambara
diru,dirua
alde,aldea
alderdi,alderdiac
kartoi,quartoya
lau,lau
zatikor,zaticorra
errukitu,erruquitu
lastima,laſtima
zatitu,zatitu
bozatu,bozatu
erautsi,erautſi
eten,eten
eten,etená
errukitu,erruquitu
geratu,gueratu
espa,eſpá
erraki,erraquia
kiskaldu,quiſcaldu
erre,errea
kiskaldu,quiſcaldua
erre,erré
erretzaile,erretzallea
ke,quea
gura,gura
gura,gura
onetsi,onetſia
maite,maitea
laztan,laztana
gazta,gaztá
eske,eſquea
galde,galdea
amezti,ameztia
galera,galerá
erautsi,erautſia
geldi,gueldia
pausa,pauſa
geldiera,gueldiera
baserri,baſerria
kintal,quintalá
bordari,bordaria
bostun,boſtuna
kendu,quendu
matrailezur,matraillezurra
kixote,quixotea
koke,quoquea
matrailezur,matraillezurra
kixote,quixotea
koke,quoquea
gar,garrá
eresi,ereſia
zale,zaleá
errefau,errefaua
amorratu,amorratu
amorratu,amorratua
mordo,mordoa
anoa,anoa
erro,erro
arrakada,arracada
arradatu,arradatua
soka,ſoca
adartsu,adartſua
igel,iguela
elkarte,elcartea
seinkeria,ſeinqueria
arradatu,arradatua
laster,laſterra
azeri,azeria
azerikeria,azeriqueria
bakan,bacan
arrasatu,arraſatua
urratu,urratua
eten,etena
etendu,etendua
etendura,etendura
atzapartu,átzapartu
bizarra egin,bizarra eguin
moztu,moztu
erakarri,eracarri
adinon,adiñona
adinon,adinon
izate,izatea
egia,eguia
berrartu,berrartu
berrartu,berrartua
erronka,erronca
basa,baſá
basa,baſaá
zerra,cerrá
zerr,cerrac
talde,taldea
saldo,ſaldoa
arbuiatu,arbuyatu
urritu,urritu
gaindi,gaindia
errebotatu,errebotatu
errebotatu,errebotatua
errebote,errebotea
mugitu,muguitu
mandatu,mandatua
kalkatu,calcatu
tinkatu,tincatu
berriztatu,berriztatu
ganbara,gambara
errekargu,errecargua
iragarri,iragarri
kobratzaile,cobratzallea
kobratu,cobratu
kobratu,cobratua
kobrantza,cobrantzá
atzitu,atzitu
errezelo,erreceloa
arkume,arcumea
ontzi,ontzia
estaltzaile,eſtaltzallea
estali,eſtali
ezkutatu,ezcutatu
errezeta,erreceta
errezetatu,errecetatu
errezetatu,errecetatua
arbuiatu,arbuyatu
biribil,biribilla
berri,berria
berri,berria
oraingo,oraingoa
barruti,barrutia
koberatu,coberatu
gandu,gandu
biltegi,bilteguia
biltzaile,biltzallea
bildu,bildu
aza,azá
gomendagarri,gomendagarria
gomendio,gomendioa
gomendatu,gomendatu
gomendatu,gomendatua
ordain,ordaiña
ordaindu,ordaindu
ordaindu,ordaindua
adiskidetu,adiſquidetu
ezkutatu,ezcutatua
konfesatu,confeſatu
ezagutu,ezagutu
ezagutu,ezagutua
ezagutza,ezagutza
esker,eſquerra
erantzuki,eranzuquia
goraintzi,goraincia
atsegin,atſeguiña
gozatu,gozatu
poztu,poztu
jostatu,joſtatu
gozatu,gozatu
gozatu,gozatua
artez,artéz
zuzen,zucén
arteztu,arteztu
zendu,cendu
agintari,aguintaria
oroipen,oroipena
aldapa,aldapa
aldats,aldatſa
atzeratu,atzeratu
gibelatu,guibelatu
etorri,etorri
nereganatu,nereganatu
gureganatu,gureganatu
eratu,eratu
sarealdi,ſarealdia
erredimitu,erredimitu
eman,eman
zi,cia
biribildu,biribildu
ezker,ezquerra
ordaindu,ordaindu
ordain,ordaiña
kontatu,contatu
urtzaile,urtzallea
urtze,urtzea
garbitu,garbitu
urtu,urtua
birloratu,birloratu
indartu,indartu
kemendu,quemendu
indartu,indartua
alaitu,alaitu
bridatu,bridatu
brida,brida
bridatu,bridatua
freskatu,freſcatu
berritu,berritu
piztu,piztu
alaitu,alaitu
indargarri,indargarria
sendagarri,ſendagarria
isuri,iſuria
erregalatu,erregalatua
egorri,egorri
erregalatu,erregalatu
erregalatu,erregalatua
erregalatu,erregalatu
altzo,altzoa
gobernatu,gobernatu
gobernatu,gobernatua
agertu,aguertu
agertze,aguertzea
gobernatzaile,governatzallea
arau,araua
arautu,arautu
poz,poza
bozkario,bozcarioa
poker,poquerra
erregetxo,erreguechoa
zuzpertu,zuzpertu
betatu,betatu
leize,leicea
erreginatu,erreguinatu
erreinatu,erreinatu
berriztatze,berriztatzea
berriztatu,berriztatu
berriztu,berriztu
gaztetu,gaztetu
kondaira,condairá
apaindu,apaindu
apaindu,apaindua
tximista,chimiſta
tximista,chimiſta
egin,eguin
egiztatu,eguiztatu
kontatu,contatu
kondatu,condatu
kontatzaile,contatzallea
lasaitu,laſaitu
kutun,cutuná
irrintzi,irrincia
berdindu,berdindu
zelaitu,celaitu
pikart,picartá
erlojugile,erlojuguillea
argitu,arguitu
tximista,chimiſta
agertu,aguertu
sortu,ſortu
bukatu,bucatua
erremate,errematea
ihakin,ihaquin
erremediatu,erremediatu
erremedio,erremedioa
ihakin,ihaquina
antolatu,antolatu
barrendu,barrendu
barnatu,barnatu
barkagarri,barcagarria
bidalketa,bidalqueta
barkazio,barcacioa
bialdu,bialdu
bidaldu,bidaldu
egorri,egorri
alper,alperra
nagi,naguia
garbitu,garbitu
goratu,goratu
goititu,goititu
urrutiko,urruticoa
aldaratu,aldaratu
gaztetu,gaztetua
aldatu,aldatu
aldatu,aldatua
sariztatu,ſariztatu
sariztatu,ſariztatua
birjaio,birjayoa
txalburu,chalburua
ernegatu,ernegatu
nakaitz,nacaitza
berritu,berritu
berritu,berritua
alor,alorra
errentari,errentaria
nakaitz,nacaitza
muskil,muſquilla
zabartu,zabartu
zabartu,zabartua
zuzentzaile,zucentzallea
zuzendu,zucendu
defentsa,defenſa
berriz,berriz
bazkatu,bazcatu
larreratu,larreratu
janaldi,janaldia
aldats,aldatſa
ukurtu,ucurtu
berriztatze,berriztatzea
sarri,ſarri
berriztu,berriztu
berriztatu,berriztatu
berriztu,berriztua
bete,betea
aska,aſca
bete,betea
ase,aſea
erantzuki,eranzuquia
erantzun,eranzun
erausle,erauslea
atseden,atſeden
ur,ur
gelditu,guelditu
itxi,ichia
gelditu,guelditua
eskari,eſcaria
komediante,comediante
arbuiatu,arbuyatu
iraun,irauná
errepublika,errepublica
nakaitz,nacaitza
azpildu,azpildu
azpildu,azpildua
azpildura,azpildura
sen,ſená
gora,gora
kiskaldu,quiſcaldu
sukartu,ſucartu
kiskaldu,quiſcaldua
dendatu,dendatu
dendatu,dendatua
ikusi,icuſia
gaztanbera,gaztambera
mami,mamia
eskari,eſcaria
eskaera,eſcaera
eskatu,eſcatu
ateratu,ateratu
ateratu,ateratua
irten,irtena
ateratu,ateratua
egin,eguin
eman,eman
labainkor,labaincorra
limuri,limuria
labana,labaña
labana,labana
linburtu,limburtu
limurtu,limurtu
labainketa,labainqueta
erreskatatu,erreſcatatua
erreskate,erreſcatea
kanbio,cambio
zigilatu,ciguilatu
arrakada,arracada
zirritu,cirritua
bizi,bici
kondar,condarra
erres,erreſa
kutsu,cutſua
erresistentzia,erreſiſtencia
atsegin,atſeguin
ausartzia,auſartzia
erabaki,erabaqui
erabaki,erabaquia
askatu,aſcatu
deslotu,deslotu
askatu,aſcatua
ausart,auſart
ozendu,ocendu
errespetatu,erreſpetatu
errespetatu,erreſpetatua
begirune,beguirunea
atsegin,atſeguin
atseden,atſeden
egin,eguin
erantzun,eranzun
ihardetsi,ihardetſi
erantzule,eranzulea
erantzun,eranzuna
ihardetsi,ihardetſia
zirritu,cirritua
zirritu,cirritua
gelditu,guelditu
geratu,gueratu
gelditu,guelditua
errestatu,erreſtatua
errestatu,erreſtatua
piztu,piztu
piztu,piztu
biztu,viztu
piztu,piztua
berriztatze,berriztatzea
errenkada,errencada
muskil,muſquilla
isats,iſatſa
berandu,berandu
berandutu,berandutu
belutu,belutu
berandutu,berandutua
belutu,belutua
maneatu,maneatu
gelditu,guelditu
geratu,gueratu
durundi,durundia
erretiratu,erretiratu
erretiratu,erretiratua
erretiratu,erretiratu
oker,oquerra
erausi,erauſiac
ordaindu,ordaindu
ordaindu,ordaindua
eraiki,eraiqui
jostailu,joſtallua
erakarri,eracarri
erakarri,eracarria
erretreta,erretretá
ganbara,gambara
bakartegi,bacarteguia
atzeratu,atzeratu
gibelatu,guibelatu
dunbada,dumbada
balioztatu,balioztatu
salatzaile,ſalatzallea
argitzaile,arguitzallea
salatu,ſalatu
agertu,aguertu
argiketa,arguiqueta
eztanda egin,eztanda eguin
zartatu,zartatu
zapart egin,zapart eguin
irazi,iraci
unatu,unatua
berdetu,verdetu
erreberentzia,erreverencia
iruntzi,iruncia
jantzi,jancia
errebista,erreviſta
piztu,piztu
biztu,biztu
irabiatu,irabiatu
pulunpatu,pulumpatu
ibili,ibilli
irabiatu,irabiatua
ibili,ibilli
etorri,etorri
joan,joan
irabiatu,irabiatu
bildu,bildu
bildu,bildua
nahasi,nahaſi
jiratu,giratu
irauli,irauli
itzuli,itzuli
txepetx,chepecha
errezatu,errezatua
errezo,errezoa
otoitz,otoitza
jario,jario
erreka,erreca
ugari,ugari
brida,brida
zoko,zocoa
txoko,chocoa
txoko,chocoa
giltzurrun,guiltzurruna
betegarri,betegarri
aberastasun,aberaſtaſuna
aberats,aberatſa
ebasle,ebaslea
indartu,indartu
alaitu,alaitu
indartu,indartua
indargarri,indargarria
alaigarri,alaigarria
indartsu,indartſua
amildu,amildua
eman,eman
ingurutu,ingurutua
inguru,ingurua
inguru,ingurua
jira,gira
jirabira,girabira
belaun,belauná
zatar,zatarrá
sorki,ſorquia
erregu,erregua
otoitz,otoitza
arteko,artecoa
bitarteko,bitartecoa
ararteko,arartecoa
erregutu,erregutu
erregutu,erregutua
erregute,erregutea
gorri,gorria
mafrundi,mafrundia
erdara,erdara
gaztelania,gaztelania
erdara,erdara
itzuli,itzuli
erdaldun,erdalduna
erromeria,erromeria
urratzaile,urratzallea
urratu,urratua
banatu,banatu
nagitasun,naguitaſuna
balaku,balacua
balakari,balacaria
txikitu,chiquitu
zikoizkeria,cicoizqueria
ugertu,uguertu
arropategi,arropateguia
gorri,gorria
bekartsu,becartſua
urdin,urdiña
gurpil,gurpilla
ibili,ibilli
kizkur,quizcurra
zimur,cimurra
ostia,oſtia
galgarri,galgarria
txatar,chatarra
doilorkeria,dollorqueria
txarkeria,charqueria
ponpa,pompa
pila,pilla
baserritar,baſerritarra
larunbat,larumbata
zapatu,zapatua
maindire,maindirea
ospel,oſpela
jakin,jaquiña
jakin,jaquiña
jakintsu,jaquintſua
saka,ſaca
gizatxar,guizacharra
morroi,morroya
sakatu,ſacatua
ateratu,ateratua
sakramentu,ſacramentua
sakrifizio,ſacrificioa
sakrilego,ſacrilegoa
sakristia,ſacriſtia
astintzaile,aſtintzallea
astindu,aſtindu
pegar,pegar
astindu,aſtindua
gezi,guecia
gezi,guecia
asilo,aſilo
sagrario,ſagrarioa
sargoritu,ſargoritu
sargori,ſargoria
lurrindu,lurrindu
lurrindu,lurrindua
lurrin,lurrina
lurrun,lurruna
gizendu,guicendua
saiatu,ſayatu
epaitu,epaitu
saiatu,ſayatua
epaitu,epaitua
gazi,gacia
gazitu,gacitua
gatzatu,gatzatua
aloger,aloguera
sari,ſaria
gatzontzi,gatzontzia
irteera,irteera
gatzaga,gatzaga
irten,irten
urten,urten
kanporatu,camporatu
txistu,chiſtua
tu,tuá
gazi,gacia
gazitu,gacitua
saltsa,ſalſá
saltatu,ſaltatu
jauzi,jauci
zartatu,zartatu
dantzari,dantzaria
ohoin,ohoina
salto,ſaltoa
diosal,dioſalac
goraintzi,gorainciac
osasungarri,oſaſungarria
agurtu,agurtu
agurtu,agurtua
agur,agurra
diosal,dioſala
salatzaile,ſalatzallea
basati,baſatia
basakeria,baſaqueria
salatu,ſalatua
eragin,eraguin
salatu,ſalatu
libratu,libratu
salatu,ſalatua
jarri,jarri
salbia,ſalbia
sendagarri,ſendagarria
osagarri,oſagarrìa
sandalia,ſandalia
sandalo,ſandaloa
txorakeria,choraqueria
angurri,angurria
txoro,choroa
egin,eguin
odol,odola
sangria,ſangria
izain,izaina
odoltsu,odoltſua
odolti,odoltia
osasun,oſaſuna
zinatu,ciñatu
zinatu,ciñatu
zinatu,ciñatu
zinatu,ciñatua
dontsu,dontſua
sumindura,ſumindura
sumin,ſumiña
sumindu,ſumindua
arpilatu,arpillatu
sakeatu,ſaqueatu
zakuto,zacutoa
elgorri,elgorria
gorrina,gorrina
karga,carga
asto,aſto
dendari,dendaria
agintari,aguintaria
ladino,ladino
asealdi,aſealdia
ase,ase
ase,aſea
eresi,ereſia
zoritu,zoritu
girotu,guirotu
arotu,arotu
zoritu,zoritu
arotu,arotu
idor,idor
idor,idor
epaitza,epaitza
siku,ſicua
idor,idorra
agor,agorra
elkor,elcorra
sikatu,ſicatua
ezkutuko,ezcutucoa
sekular,ſecularra
agortasun,agortaſuna
egarri,egarria
igitai,iguitaya
sega,ſegá
segada,ſegada
sekular,ſecularra
zati,zatia
puska,puſca
jarraitzaile,jarraitzallea
jarraitu,jarraitu
jarraiki,jarraiqui
segitu,ſeguitu
jarrai,jarrai
jarraitu,jarraitu
etorri,etorri
jarraitu,jarraitua
berriz,berriz
ostera,oſtera
segurantza,ſegurantza
seguru,ſegurua
sei,ſeyac
zigilatu,ciguilatu
seilatu,ſellatu
zigilu,ciguillua
zigilu,ciguilua
saroi,ſaroya
baso,baſoa
aste,aſteá
begitarte,beguitartea
alor,alorra
erein,ereiñ
alor,alorra
soro,ſoroa
sen,ſená
antzeko,antzecoa
antz,antzá
irudi,irudia
alor,alorra
soro,ſoroa
azaro,azaroa
ereingiro,ereinguiroa
mingarri,mingarria
damugarri,damugarria
ezarri,ezarria
ezarri,ezarri
eraztu,eraztua
eseri,eſeri
jarri,jarri
eseri,eſeria
jarri,jarria
erabaki,erabaquia
erabaki,erabaqui
erabaki,erabaquia
zentzu,centzua
sentiera,ſentiera
korde,cordea
sentiera,ſentiera
sentitu,ſentitua
aditu,aditua
sinu,ſiñuac
egin,eguin
partikular,particular
jaun,jauna
jabe,jabea
mandar,mandar
jabetu,jabetu
jaundu,jaundu
jabari,jabariá
jauntxo,jaunchoa
ezkutari,ezcutaria
bereiztu,bereiztu
irakurri,iracurri
apartatu,apartatu
serafin,ſerafiña
atertu,atertu
ateri,ateria
atertu,atertua
gozatu,gozatu
ematu,ematua
ematu,ematua
gozatu,gozatua
orbel,orbela
ibili,ibilli
morrontza,morrontza
mirabe,mirabea
piko,pico
sagardo,ſagardoa
sagardotegi,ſagardoteguia
beti,beti
egun,egun
eguzki,eguzqui
betibizi,betibicia
menpeko,mempecoa
mendeko,mendecoa
zazpi,zazpi
zinatu,ciñatu
adieraztea,adieraztea
senatu,ſenatu
senatu,ſeñatu
senatu,ſenatua
adierazle,adierazlea
sen,ſená
txilibitu,chilibitua
isilkor,iſilcorra
isilkor,iſilcorra
isiltasun,iſiltaſuna
agindu,aguindu
leka,lecá
bakun,bacuna
elkargo,elcargoa
bat,bat
bakun,bacuna
salatu,ſalatu
salatu,ſalatua
salatzaile,ſalatzallea
salaketa,ſalaqueta
bakan,bacaná
bakar,bacarra
bakardade,bacardadea
bakandu,bacandu
bakartu,bacartu
ezker,ezquerrá
ezker,ezquerrá
ezkerralde,ezquerraldea
atsekabe,atſecabea
leku,lecua
paratu,paratu
morroi,morroya
mastrikatu,maſtricatua
kargatu,cargatua
goiti,goitia
erres,erreſac
sobratu,ſobratua
soberatu,ſoberatua
ausart,auſartá
ganbara,gambara
gaindi,gaindi
izan,izan
izan,izan
bepuru,bepurua
betondo,betondoa
urreztatu,urreztatu
urreztatu,urreztatu
izengoiti,icengoitia
garaitu,garaitu
eragin,eraguin
garaitu,garaitua
eragin,eraguiña
larri,larria
ikaratu,icaratu
langilezain,languillezaina
sare,ſarea
urri,urri
iloba,illoba
sukartu,ſucartua
elkargarri,elcargarria
sokorritu,ſocorritu
lagundu,lagundu
sokorritu,ſocorritua
gozamen,gozamena
jaso,jaſo
bekar,becarra
labainketa,labainqueta
labain,labaiña
zikin,ciquiña
menperatu,memperatu
ego,egoa
zolatu,zolatua
jolastu,jolaſtu
jolastu,jolaſtua
gudari,gudaria
galdatu,galdatu
azpizun,azpizuna
solomo,ſolomoa
askatzaile,aſcatzallea
askatu,aſcatu
askatu,aſcatua
askatu,aſcatu
askatu,aſcatu
askatu,aſcatua
askatu,aſcatua
arin,ariña
ezkonge,ezconguea
askari,aſcaria
itzal,itzala
anoa,añoa
etxola,echola
kapela,capela
txapel,chapela
logale,logalea
zintzatu,cintzatu
zunda,zundá
kala,calá
zundatu,zundatu
kalatu,calatu
zundatu,zundatua
bekar,becara
lotsa,lotſa
amesgile,amesguillea
ametsetako,ametſetacoa
logaletu,logaletua
logura,logura
matraileko,matrallecoa
masaileko,maſallecoa
zipotz,cipotza
putz egin,putz eguin
buhatu,buhatu
muskildu,muſquildu
kendu,quendu
salatu,ſalatu
anddere,anyerea
putz,putza
salaketa,ſalaqueta
antsia,antſia
larri,larria
zurrupatu,zurrupatu
zurrupatu,zurrupatua
sorbete,ſorbetea
zurrutada,zurrutada
zurrut,zurrutá
zurrut,zurruta
gortasun,gortaſuna
masaileko,maſallecoa
zorte,zorteac
botatu,botatu
ezarri,ezarri
pausatu,pauſatu
sosegatu,ſoſegatu
pausatu,pauſatua
sosegu,ſoſegua
pausa,pauſa
gaza,gazá
lela,lela
aierukor,ayerucorra
uztai,uztaya
sotana,ſotana
ematu,ematu
eztitu,eztitu
gozatu,gozatu
talo,taloa
meneko,menecoa
mendeko,mendecoa
manuko,manucoa
berriz,berriz
igoera,igoera
igande,igandea
aldapa,aldapa
aldats,aldatſa
jo,jo
goratu,goratu
altxatu,alchatu
igo,igoa
goratu,goratua
ordeztu,ordeztu
ordeztu,ordeztua
pisto,piſto
ordeztu,ordeztu
ordeztu,ordeztua
kendu,quendu
ateratu,ateratu
anbar,ambar
gertatu,guertatu
suertatu,ſuertatu
jazo,jazo
gertatu,guertatua
gertaera,guertaera
ondorengo,ondorengoa
zikinkeria,ciquinqueria
urde,úrdea
zikin,ciquiña
likits,liquitſa
satsu,ſatſua
izerditu,icerditu
izerkari,icercaria
izerdi,icerdia
zola,zola
sos,ſoſá
azpi,azpia
askaera,aſcaera
traba,traba
lo,loa
amets,ametſá
gazur,gazurá
suerte,ſuertea
zorte,zortea
jenero,genero
espezie,eſpecie
suerte,ſuertea
itogarri,itogarria
ito,itó
ito,itóa
pairagarri,pairagarria
sufritu,ſufritua
urlia,urlia
menpetu,mempetu
meneratu,meneratu
menpetu,mempetua
sufretsu,ſufretſua
berriz,berriz
sumatu,ſumatu
murgildu,murguildu
murgil,murguilla
erpin,erpiña
manera,manera
meneratu,meneratua
gain,gaiña
garai,garaya
gaindi,gaindia
nagusi,naguſia
agintari,aguintaria
garaitza,garaitza
sartu,ſartu
eskatu,eſcatu
gaitzondo,gaitzondoa
goren,gorena
ego,egoa
baia,baya
kai,caya
eraiki,eraiqui
eraiki,eraiquia
eseki,eſequi
eseki,eſequia
gelditu,guelditu
gelditu,guelditua
geldiera,gueldiera
zalantza,zalantzá
miretsi,miretſia
irozgarri,irozgarria
beltzuri,beltzuria
mea,meá
beltzuri,beltzuria
mea,meá
tabako,tabacoa
matraileko,matrallecoa
habe,habea
iltze,iltze
tabako,tabaco
ardandegi,ardandeguia
tabernari,tabernaria
ustel,uſtelá
etxola,echola
doilorkeria,dollorqueria
miseria,miſeria
miserable,miſerable
isiltasun,iſiltaſuna
isilkor,iſilcorra
eder,ederra
zerra,cerra
epaile,epallea
ebakitzaile,ebaquitzallea
gerriko,guerricoa
ginbalet,guimbaleta
soildu,ſoildua
zaku,zacua
zaku,zacua
txorten,chortena
garatu,garatua
arbel,arbelá
arbazta,arbazta
tamarindo,tamarindoa
ere,ere
atabal,atabala
berdindu,berdindu
belar,belar
bat,bat
ukigarri,uquigarria
ukitzaile,uquitzallea
adindu,adindu
adindu,adindu
jotzaile,jotzallea
estaltzaile,eſtaltzallea
beltz,beltza
estalpe,eſtalpea
tapizeria,tapiceria
tapiz,tapiza
ganbil,gambilla
tarantula,tarantula
mamu,mamua
zati,zatia
puska,puſca
berankor,berancorra
berandu,berandu
belutu,belutu
berandu,berandú
belu,belu
katalogo,catalogo
zorigaitz,zorigaitza
dardaratu,dardaratu
motel,motel
moteldu,moteldu
erbatz,erbatza
tasatu,taſatua
azkonar,azconarra
mirarigile,mirariguillea
edontzi,edoncia
tekleatu,tecleatu
teila,tellá
teilatu,tellatua
amama,amama
onetsi,onetſia
aduana,aduana
ikarati,icaratia
ikaratu,icaratu
ikarati,icaratia
ikara,icara
aro,aroa
giro,guiroa
adin,adina
ekaitz,ecaitza
adindu,adindu
aro,aroá
giro,guiroá
adin,adiná
goiz,goiz
goiz,goiz
zikoizkeria,cicoizqueria
tema,tema
kurrika,currica
zabaltzaile,zabaltzallea
zabaldu,zabaldu
destolestu,deſtoleſtu
zabaldu,zabaldua
iluntasun,illuntaſuna
eusle,euslea
eusle,euslea
zain,zaina
miserable,miſerable
euki,euquia
estira,eſtirá
tentazio,tentacioa
tentatzaile,tentatzallea
tentagarri,tentagarria
tentatu,tentatua
tentaldi,tentaldia
urri,urri
arteko,arteco
bitarteko,bitartecoa
aitzur,aitzurra
bukaera,bucaera
akabatu,acabatu
bukatu,bucatu
akabatu,acabatua
muga,mugá
mugarri,mugarria
marra,marrá
zekor,cecorra
txekor,checorra
samurtasun,ſamurtaſuna
sabai,ſabaya
lubeta,lubeta
lurrikara,lurricara
lurtar,lurtarra
barruti,barrutia
zokor,zocorra
izialdura,icialdura
izu,izua
izualdi,izualdi
testamentu,teſtamentua
aurreko,aurreco
barrabil,barrabilla
lekuko,lecucoa
testigu,teſtigua
lekukotasun,lecucotaſuna
izeba,iceba
izeko,icecoa
epeltasun,epeltaſuna
era,era
denbora,dembora
eguraldi,eguraldia
denda,denda
arreta,arreta
arta,arta
guraize,guraiceac
artazi,artaciac
artazi,aizturrac
erreten,erretena
epaite,epaitea
tinbalari,timbalaria
lemari,lemaria
lemazain,lemazaina
ilun,illuná
iluntasun,illuntaſuna
tintontzi,tintoncia
osaba,oſabá
errenkada,errencada
lasaitu,laſaitu
kolokatu,colocatu
ilinti,ilintia
jotzaile,jotzallea
ukitzaile,uquitzallea
estalki,eſtalquia
apaingela,apainguela
orri,orri
izenkide,icenquidea
urdai,urdaya
txingar,chingarra
tolet,toletac
euskarri,euſcarria
or,or
ezkai,ezcaya
tontsura,tonſura
moztu,moztu
uztai,uztaya
tonto,tontoa
topatu,topatu
arkitu,arquitu
sator,ſatorra
kezka,quezcá
okertu,oquertua
metxa,mecha
makurrera,macurrera
toreatzaile,toreatzallea
toreatu,toreatu
tormentu,tormentua
tornulari,tornularia
sendo,ſendoa
itsustasun,itſuſtaſuna
erre,errea
makurrera,macurrera
eztul,eztula
txigortu,chigortu
erratz,erratza
trabailatu,trabaillatu
landu,landu
landu,landua
lan,lan
neke,nequea
nekez,nequez
sendo,ſendoa
trabuko,trabucoa
itzuli,itzulia
eman,eman
trafiko,trafico
eztarri,eztarria
tripontzi,triponcia
iretsi,iretſi
iretsi,iretſia
traje,tragea
garraiatu,garrayatu
garraiatzaile,garrayatzallea
jale,jalea
tripontzi,triponcia
sabeldarraio,ſabeldarrayoa
ekarle,ecarlea
ekarri,ecarri
berdindu,berdindu
traizio,traicioa
traidore,traidorea
etoi,etoya
irazki,irazquia
eskumen,eſcumena
tramoia,tramoya
tranpa,trampa
trantze,trancea
besteratu,beſteratu
besteratu,beſteratua
isuri,iſuri
iragankor,iragancorra
eraldatu,eraldatu
eraldatu,eraldatua
zatar,zatarra
ese,eſea
iragazi,iragaci
