LAR_LEMMA_EGOKITUA	ANCHORTEXT	ANCHORLINK	EUS_CANDIDATES
letrado	letrado2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#letrado2	Jurisperito
letrero	letrero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#letrero	izquiraria, becharia, letreroa
letrilla	letrilla	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#letrilla	cantachoa
letrina	letrina	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#letrina	carcaba, atzulá
letron	letron	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#letron	izquiratzarra, bechandia
lcctuario	lcctuario	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lcctuario	electuario
leudar	leudar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#leudar	legamiztu, oranzatu, &c, legamia, oranza eman
leva	leva	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#leva	partida, Joasiera
leva	leva2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#leva2	recluta
levas	levas	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levas	maulas, joasieraco sutumpa
levrada	levrada	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levrada	isquilimiaren jocasiera
levadizo	levadizo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levadizo	jasoquizuna, alchaquizuna, goraquizuna
levadura	levadura	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levadura	legamia, oranza, ailisa, alchaarria, beranzaguia, azcarria, chanchadurea
leudo	leudo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#leudo	oranzatua, &c
levantador	levantador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levantador	jasotzallea, alcharia
levantamiento	levantamiento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levantamiento	jasotzea, jasoera, alchatzea, goratzapena, alchaera
levantamiento	levantamiento2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levantamiento2	conjuracion, sedicion
levantar	levantar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levantar	jaso, jasan, altzatu, alchatu
levantar	levantar2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levantar2	zutatu, zutindu
levantar	levantar3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levantar3	erauci
levantarse	levantarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levantarse	ilqui jaqui, eraiqui, iraiqui, iraigui, iracori
levantarse	levantarse2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levantarse2	gallendu, ollartu, oriente
levante	levante	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levante	urtaiza, urtaicea, joasieran egon
levantino	levantino	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levantino	oriental
levar	levar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levar	levantar
levar	levar2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levar2	llevar
leve	leve	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#leve	ariña, pisueza, astuneza
levedad	levedad	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levedad	arintasuna, arindea, pisueza, astuneza
levemente	levemente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levemente	arin ariñ, arincho, arinquiró
levita	levita	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levita	Sacerdotearen urrena, Levaita
levitico	levitico	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#levitico	Leviticoa
lexedumbre	lexedumbre	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lexedumbre	porqueria
lexia	lexia	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lexia	lisiba, lisibea, gobada
ley	ley	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ley	legue, leguea, leique, legueique
ley	ley2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ley2	lealtad
ley	ley3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ley3	Jaincoaren, leguea
ley	ley4	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ley4	legue berria, graciazcoa
ley	ley5	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ley5	legue izcribatua, Jaincoac oysesi emanciona
ley	ley6	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ley6	legue sortzezcoa, ecarraizcoa
leyenda	leyenda	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#leyenda	leccion
lia	lia	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lia	liá, espartzuzco baga, soca, ligar
lios	lios	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lios	liac, ondaquinac, ondarrac, condarrac, igueseguin
liar	liar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liar	liatu, lotu, ligar
liarlas	liarlas	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liarlas	tomar lias
libar	libar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libar	dastatu, eduquitu
libelatico	libelatico	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libelatico	lzquirazcoduna
libelo	libelo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libelo	izquirazcoa
libelo	libelo2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libelo2	perquea izquiraqui bezcaria
libelo	libelo3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libelo3	aldequigoa
liberal	liberal	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liberal	liberala, onguillea, emanaya, dibereala, dia, bereala, ia, bereala, dia, bere ala bere algucian, diberal, en liberal
liberal	liberal2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liberal2	lasterrá, prestá, bicia, arte liberala, ciadizcoa
liberalidad	liberalidad	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liberalidad	liberaltasuna, onguillatasuna, emanaitasuna
liberalmente	liberalmente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liberalmente	liberalqu iro, onguillero emanaiquiro
libertad	libertad	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libertad	cepeda, escucoera, autaquiña, locabea, orradea, quitadea, libertadea
libertad	libertad2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libertad2	licencia
libertador	libertador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libertador	libratzallea, escucoguillea, autaquintzallea, orratzallea, quitatzallea, locabetzallea
libertar	libertar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libertar	libre eguin, escucotu, escucoeguin, autaquindu, orratu, ortu, quitatu, locaz@etu
libertado	libertado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libertado	eguiña, locabetua, escucotua, &c
libertino	libertino	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libertino	escucotuaren humea
liberto	liberto	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liberto	escucotua, autaquindua, orratua
libicoafrico	libicoafrico	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libicoafrico	lebeche
libidinoso	libidinoso	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libidinoso	aragueitia
libra	libra	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libra	libra
libra	libra2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libra2	izarlibra
libracion	libracion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libracion	zalanza, zabuera
librador	librador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#librador	libertador
libramiento	libramiento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libramiento	libratzea, escucotzea, &c
librancista	librancista	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#librancista	izquirarlea
librancista	librancista2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#librancista2	izquirarguillea
libranza	libranza	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libranza	izquiratza
librar	librar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#librar	libratu, ascabiatu, gorde, guardatu, cepedatu
librar	librar2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#librar2	izquirartza eman
librar	librar3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#librar3	gaizqui, edo ongui guelditu, irten, Jaincoari nai eztaquiola, Jaincoac gura eztaguiela, aincoac cepeda nazala, gueyen gueyena, guichien guichiena
libre	libre	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libre	orratua, cepedatua, locabetua
libre	libre2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libre2	desembarazado, atrevido
libre	libre3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libre3	Libre, libere, liber, leiberé, sui juris, bere, izan lei, eguin, eguin leguin, leguique, leibere, libre, libere, liberare, &c, li, libere, loi, leibere, loibere
librea	librea	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#librea	librea
librear	librear	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#librear	libraca saldu
libremente	libremente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libremente	librequiro
libreria	libreria	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libreria	liburuteguia, librutoquia
librero	librero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#librero	liburuquiña, libruguillea
libreta	libreta	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libreta	librachoa
librete	librete	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#librete	liburuchoa, libruchoa
libro	libro	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#libro	librua, liburua
licencia	licencia	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#licencia	escudancia, onirizta, licencia, congita
licenciar	licenciar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#licenciar	escudancitu, oniriztatu, congiteman
licenciado	licenciado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#licenciado	escudancitua, &c
licenciado	licenciado2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#licenciado2	licenciadua
licenciado	licenciado3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#licenciado3	estudiante
licenciosamente	licenciosamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#licenciosamente	escudanciro, escugueiquiro, lotsabaguer
licencioso	licencioso	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#licencioso	escudancitia, escugueitia, escugueiquia, lotsabaguea
licion	licion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#licion	leccion
licitamente	licitamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#licitamente	cileiqui, cilleguiro, bidezcoró, haizuquiro, soriró, legarauquiro
licito	licito	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#licito	cileiya, cilleguia, bidezcoa, bidedana, hauzua, soria, legaraucoa
licor	licor	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#licor	liquor, licura, li, ca, ura licá, icerdi licá, urá, licurá
lid	lid	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lid	guda, gudua
lidiador	lidiador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lidiador	gudaria, gudutzallea
lidiar	lidiar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lidiar	gudatu
liebraston	liebraston	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liebraston	erb icumea
liebre	liebre	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liebre	erbia
liebre	liebre2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liebre2	erbiizarra
lienre	lienre	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lienre	partza, fartza
liento	liento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liento	ezaleorra
lienzo	lienzo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lienzo	euná, ehuná, lieutá, liñeuta, linteoa, Euna, euna
lienzo	lienzo2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lienzo2	pañuelo, pañizuelo
lienzo	lienzo3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lienzo3	crabicheta, curbicheta
lienzo	lienzo4	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lienzo4	eunanzezta
lienzo	lienzo5	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lienzo5	jaraitora
lienzo	lienzo6	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lienzo6	linteo, lienzo, linteoa, liño eoa, liñoa, eoa, eo
liga	liga	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liga	licá, biscá
liga	liga2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liga2	locarria, locaya, locaiquina
liga	liga3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liga3	alianza, confederacion
lga	lga	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lga	naslica
ligadura	ligadura	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligadura	lotura
lgadura	lgadura	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lgadura	braguero
ligagamba	ligagamba	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligagamba	liga
ligallo	ligallo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligallo	Mesta
ligamento	ligamento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligamento	loturá
ligar	ligar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligar	ligare, liatu, licá, licatu, liatu, ligare, liar, atar
ligar	ligar2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligar2	naslicatu
ligarse	ligarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligarse	confederarse
ligazon	ligazon	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligazon	liatura, lotura
ligeramente	ligeramente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligeramente	agudo, ariñ, laster, prest, arinquiro, lasterquiro, presquiro
ligeramente	ligeramente2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligeramente2	ariñ arincho
ligereza	ligereza	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligereza	arintasuna, pisueza, astuneza
ligereza	ligereza2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligereza2	arintasuna, lasterrera, presterá
ligero	ligero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligero	ariña, pisueza, astuneza
ligero	ligero2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligero2	ariña, lasterra, presta, bicia
ligeruelas	ligeruelas	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligeruelas	mats goiztarrac
ligustro	ligustro	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#ligustro	alheña
lila	lila	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lila	lila
lilac	lilac	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lilac	urriz mota bat
lilaila	lilaila	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lilaila	ulemiisa
lilailas	lilailas	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lilailas	chiliabiliac
lilao	lilao	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lilao	arrogoa
lima	lima	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lima	lima limea, leimea
lima	lima2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lima2	limon
lima	lima3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lima3	lima isilla
limadura	limadura	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limadura	limautsa, limadura
limar	limar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limar	limatu
limado	limado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limado	limatua
limaco	limaco	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limaco	babosa
limbo	limbo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limbo	ertza
limbo	limbo2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limbo2	limboa, luputsunea
limera	limera	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limera	limoisaltzallea
limeta	limeta	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limeta	beiracolla
limiste	limiste	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limiste	oyal Segobiar onena
limitacion	limitacion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limitacion	mugatzea
limitadamente	limitadamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limitadamente	escas, urri, guichi
limitaneo	limitaneo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limitaneo	muguetacoa, mugatarra
limitar	limitar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limitar	mugatu, mugac ifiñi marratu, marrac ifini, urguitu
limitado	limitado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limitado	mugatua, &c
limite	limite	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limite	muga, lindero
limo	limo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limo	lodo
limon	limon	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limon	limoya, cidroina
limonage	limonage	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limonage	atuagea
limones	limones	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limones	ertzurac
limonada	limonada	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limonada	ulimoiquia, limonada
limonado	limonado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limonado	limoi colorecoa
limoncillo	limoncillo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limoncillo	limoichoa
limosna	limosna	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limosna	doanquia, onesgumena, limosná
limosnador	limosnador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limosnador	limosnero
limosnero	limosnero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limosnero	doanguillea, onesgumenaria, limosnaguillea, limosnaria, limofnaria
limoso	limoso	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limoso	lodoso
limpia	limpia	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limpia	garbiera, garbitzea, icuzera, icuztea, chauera, chautzea
limpiadera	limpiadera	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limpiadera	cepillo, garbitzallea, icuzalea, chautzallea
limpiaduras	limpiaduras	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limpiaduras	icuzquiac, bogaldac
limpiamente	limpiamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limpiamente	garbiró, garbi garbi, icuzquiro, chauquiro arazquiro
limpiar	limpiar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limpiar	cintzatu
limpiado	limpiado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limpiado	garbitua, &c
limpiedumbre	limpiedumbre	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limpiedumbre	limpieza
limpieza	limpieza	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limpieza	garbitasuna, icuzqueria, chauqueria, araztasuna
limpieza	limpieza2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limpieza2	aguiria
limpio	limpio	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limpio	garbia, chaua, chauba, icuza, aratza
limpion	limpion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#limpion	limpia, limpiadura, limpiador
linage	linage	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linage	arracá, leinua, etorquia
linage	linage2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linage2	mota, mueta
linagista	linagista	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linagista	arracazalea, leinuzalea
linajudo	linajudo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linajudo	arracaria, leinularia
linaloe	linaloe	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linaloe	aloe
linar	linar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linar	liñadia, liñatza
linaria	linaria	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linaria	liñorquia
linaza	linaza	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linaza	liñacia, liñoa, acia
lindamente	lindamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lindamente	poliqui, polito, ederqui, ederto, chotilquiro, chucunquiro
lindar	lindar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lindar	alindar
lindero	lindero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lindero	muga, mugarria, mugartza, muertzad, marra, martza, chedarria
linderos	linderos	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linderos	mugarrieta
lindeza	lindeza	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lindeza	politasuna, edertasuna, chucunqueria, chotiltasuna
lindo	lindo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lindo	politá, ederra, chucuna, chotilla
linea	linea	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linea	linage
linca	linca	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linca	linage
lineal	lineal	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lineal	lerrotia, ciluztia
lineamiento	lineamiento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lineamiento	lerrotzea, ciluztea
linear	linear	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linear	lerrotu, ciluztu
linguete	linguete	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linguete	linguetá
linimento	linimento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linimento	gozagarria
lino	lino	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lino	liñoa, lihoa, lei-eoa
lino	lino2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lino2	cetá, liñozcoa, lihozcoa, cetazcoa, liñachamena, azcorrá, garbá, sugatsá, garbata, sugurajtú, carramatu, carramea, rastrillar, sapinatu, liiñasapia, erbatza
lintel	lintel	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lintel	agoya, ataburua
linterna	linterna	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linterna	icharquia
linterna	linterna2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linterna2	cupulino
linternero	linternero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#linternero	icharquiguillea, icharquizaya
liños	liños	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liños	errondeac
lio	lio	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#lio	lioa, bilgoa, lotura
liquable	liquable	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liquable	licuragarria
liquacion	liquacion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liquacion	licuratzea
liquar	liquar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liquar	licuratu, licor
liquifacer	liquifacer	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liquifacer	licuratu, licurerazo, licureraguin
liquidacion	liquidacion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liquidacion	licuratea, licreraztea
liquidacion	liquidacion2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/L#liquidacion2	garbitzea
