LAR_EUS_EGOK	LAR_EUS_UNIDECODE	LAR_EUS_ORIG	SARASOLA	SARASOLA1745	WIKIDATA	OEH	OEHLINK
loibere	loibere	loibere					
librea	librea	librea	libre			libre	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=libre
libraka saldu	libraca saldu	libraca ſaldu					
librekiro	librequiro	librequiro					
liburukina	liburuquiña	liburuquiña					
librugilea	libruguillea	libruguillea	librugile	librugile			
libratxoa	librachoa	librachoa					
liburutxoa	liburuchoa	liburuchoa	liburutxo			liburutxo	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=liburutxo
librutxoa	libruchoa	libruchoa					
librua	librua	librua				libru	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=libru
liburua	liburua	liburua	liburu		liburu	liburu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=liburu
eskudantzia	escudancia	eſcudancia	eskudantzia				
onirizta	onirizta	onirizta					
konjita	congita	congita				konjit	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=konjit
eskudantzitu	escudancitu	eſcudancitu					
oniriztatu	oniriztatu	oniriztatu					
konjiteman	congiteman	congiteman					
eskudantzitua	escudancitua	eſcudancitua					
lizentziadua	licenciadua	licenciadua					
estudiante	estudiante	eſtudiante	estudiante		estudiante	estudiante	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=estudiante
eskudantziro	escudanciro	eſcudanciro					
eskugeikiro	escugueiquiro	eſcugueiquiro					
lotsabager	lotsabaguer	lotſabaguer					
eskudantzitia	escudancitia	eſcudancitia					
eskugeitia	escugueitia	eſcugueitia					
eskugeikia	escugueiquia	eſcugueiquia					
zileiki	cileiqui	cileiqui					
zilegiro	cilleguiro	cilleguiro					
bidezkoro	bidezcoro	bidezcoró					
haizukiro	haizuquiro	haizuquiro					
soriro	soriro	ſoriró					
zileiia	cileiya	cileiya					
zilegia	cilleguia	cilleguia	zilegi			zilegi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zilegi
bidedana	bidedana	bidedana					
hauzua	hauzua	hauzua	hauzu			hauzu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=hauzu
soria	soria	ſoria					
likor	liquor	liquor					
likura	licura	licura	likur			likur	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=likur
ura lika	ura lica	ura licá					
izerdi lika	icerdi lica	icerdi licá					
likura	licura	licurá	likur			likur	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=likur
gudutzailea	gudutzallea	gudutzallea				gudutzaile	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=gudutzaile
erb ikumea	erb icumea	erb icumea					
erbia	erbia	erbia	erbi		erbi	erbi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=erbi
erbiizarra	erbiizarra	erbiizarra					
partza	partza	partza					
fartza	fartza	fartza				fartz	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=fartz
ezaleorra	ezaleorra	ezaleorra					
ehuna	ehuna	ehuná	ehuna		ehun	ehun	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ehun
lieuta	lieuta	lieutá					
lineuta	liñeuta	liñeuta					
linteoa	linteoa	linteoa					
Euna	Euna	Euna					
painizuelo	pañizuelo	pañizuelo					
krabitxeta	crabicheta	crabicheta					
kurbitxeta	curbicheta	curbicheta					
eunantzezta	eunanzezta	eunanzezta					
jaraitora	jaraitora	jaraitora					
linteo	linteo	linteo					
lino eoa	liño eoa	liño eoa					
linoa	liñoa	liñoa	lino				
eoa	eoa	eoa					
eo	eo	eo					
lika	lica	licá	lika		lika	lika	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lika
lokaia	locaya	locaya				lokai	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lokai
lokaikina	locaiquina	locaiquina					
aliantza	alianza	alianza	aliantza		aliantza	aliantza	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=aliantza
bragero	braguero	braguero					
Mesta	Mesta	Meſta					
lotura	lotura	loturá	lotura		lotura	lotura	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lotura
ligare	ligare	ligare					
liar	liar	liar					
atar	atar	atar					
konfederartse	confederarse	confederarſe					
liatura	liatura	liatura					
agudo	agudo	agudo	agudo		agudo	agudo	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=agudo
arin	ariñ	ariñ	arin		arin	arin	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=arin
arinkiro	arinquiro	arinquiro					
preskiro	presquiro	preſquiro					
arin arintxo	ariñ arincho	ariñ arincho					
prestera	prestera	preſterá					
mats goiztarrak	mats goiztarrac	mats goiztarrac					
alheina	alheña	alheña					
lila	lila	lila	lila		lila	lila	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lila
urriz mota bat	urriz mota bat	urriz mota bat					
ulemiisa	ulemiisa	ulemiiſa					
txiliabiliak	chiliabiliac	chiliabiliac				txiliabili	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=txiliabili
arrogoa	arrogoa	arrogoa					
lima limea	lima limea	lima limea					
leimea	leimea	leimea					
limon	limon	limon					
lima isila	lima isilla	lima iſilla				lima isil	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lima isil
limautsa	limautsa	limautſa					
limadura	limadura	limadura					
limatu	limatu	limatu	limatu				
limatua	limatua	limatua	limatu			limatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=limatu
linboa	limboa	limboa	linbo		linbo	linbo	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=linbo
luputsunea	luputsunea	luputſunea				luputsune	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=luputsune
limoisaltzailea	limoisaltzallea	limoiſaltzallea					
oial Segobiar onena	oyal Segobiar onena	oyal Segobiar onena					
mugetakoa	muguetacoa	muguetacoa					
mugatarra	mugatarra	mugatarra				mugatar	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=mugatar
mugak ifini marratu	mugac ifiñi marratu	mugac ifiñi marratu					
marrak ifini	marrac ifini	marrac ifini					
urgitu	urguitu	urguitu					
lindero	lindero	lindero					
limoia	limoya	limoya	limoi		limoi	limoi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=limoi
zidroina	cidroina	cidroina					
atuajea	atuagea	atuagea					
ertzurak	ertzurac	ertzurac				ertzura	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ertzura
ulimoikia	ulimoiquia	ulimoiquia					
limonada	limonada	limonada			limonada	limonada	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=limonada
limoi kolorekoa	limoi colorecoa	limoi colorecoa					
limoitxoa	limoichoa	limoichoa				limoitxo	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=limoitxo
doankia	doanquia	doanquia				doanki	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=doanki
limosna	limosna	limoſná	limosna		limosna	limosna	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=limosna
limosnero	limosnero	limoſnero					
doangilea	doanguillea	doanguillea				doangile	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=doangile
onesgumenaria	onesgumenaria	oneſgumenaria				onesgumenari	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=onesgumenari
limosnagilea	limosnaguillea	limoſnaguillea	limosnagile	limosnagile		limosnagile	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=limosnagile
limosnaria	limosnaria	limoſnaria	limosnari			limosnari	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=limosnari
limofnaria	limofnaria	limofnaria					
lodoso	lodoso	lodoſo					
garbiera	garbiera	garbiera					
ikuzera	icuzera	icuzera					
ikuztea	icuztea	icuztea				ikuzte	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ikuzte
txauera	chauera	chauera					
txautzailea	chautzallea	chautzallea					
ikuzkiak	icuzquiac	icuzquiac					
bogaldak	bogaldac	bogaldac					
garbi garbi	garbi garbi	garbi garbi					
ikuzkiro	icuzquiro	icuzquiro					
txaukiro arazkiro	chauquiro arazquiro	chauquiro arazquiro					
zintzatu	cintzatu	cintzatu	zintzatu	zintzatu	zintzatu	zintzatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zintzatu
linpieza	limpieza	limpieza					
ikuzkeria	icuzqueria	icuzqueria					
txaukeria	chauqueria	chauqueria					
araztasuna	araztasuna	araztaſuna	araztasun		araztasun	araztasun	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=araztasun
txaua	chaua	chaua				txau	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=txau
ikuza	icuza	icuza				ikuz	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ikuz
aratza	aratza	aratza	aratz		aratz	aratz	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=aratz
linpia	limpia	limpia					
linpiadura	limpiadura	limpiadura					
linpiador	limpiador	limpiador					
arrakazalea	arracazalea	arracazalea					
leinuzalea	leinuzalea	leinuzalea				leinuzale	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=leinuzale
arrakaria	arracaria	arracaria					
leinularia	leinularia	leinularia				leinulari	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=leinulari
aloe	aloe	aloe	aloe		aloe	aloe	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=aloe
linadia	liñadia	liñadia				linadi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=linadi
linatza	liñatza	liñatza					
linorkia	liñorquia	liñorquia					
linazia	liñacia	liñacia	linazi	linazi	linazi	linazi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=linazi
txotilkiro	chotilquiro	chotilquiro					
txukunkiro	chucunquiro	chucunquiro	txukunkiro	txukunkiro			
alindar	alindar	alindar					
mugartza	mugartza	mugartza					
muertzad	muertzad	muertzad					
marra	marra	marra	marra		marra	marra	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=marra
martza	martza	martza					
txedarria	chedarria	chedarria					
mugarrieta	mugarrieta	mugarrieta					
txukunkeria	chucunqueria	chucunqueria	txukunkeria	txukunkeria			
txotiltasuna	chotiltasuna	chotiltaſuna					
txotila	chotilla	chotilla					
lerrotia	lerrotia	lerrotia				lerroti	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lerroti
ziluztia	ciluztia	ciluztia					
lerrotzea	lerrotzea	lerrotzea				lerrotze	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lerrotze
ziluztea	ciluztea	ciluztea					
lerrotu	lerrotu	lerrotu	lerrotu		lerrotu	lerrotu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lerrotu
ziluztu	ciluztu	ciluztu					
lingeta	lingueta	linguetá					
lihoa	lihoa	lihoa	liho		liho	liho	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=liho
lei-eoa	lei-eoa	lei-eoa					
zeta	ceta	cetá	zeta		zeta	zeta	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zeta
linozkoa	liñozcoa	liñozcoa					
lihozkoa	lihozcoa	lihozcoa				lihozko	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lihozko
zetazkoa	cetazcoa	cetazcoa					
linatxamena	liñachamena	liñachamena					
azkorra	azcorra	azcorrá	azkor			azkor	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=azkor
sugatsa	sugatsa	ſugatſá				sugats	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=sugats
garbata	garbata	garbata					
sugurajtu	sugurajtu	ſugurajtú					
karramatu	carramatu	carramatu	karramatu	karramatu			
rastrilar	rastrillar	raſtrillar					
sapinatu	sapinatu	ſapinatu					
liinasapia	liiñasapia	liiñaſapia					
erbatza	erbatza	erbatza	erbatz	erbatz	erbatz	erbatz	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=erbatz
agoia	agoya	agoya					
ataburua	ataburua	ataburua	ataburu	ataburu		ataburu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ataburu
kupulino	cupulino	cupulino					
itxarkigilea	icharquiguillea	icharquiguillea				itxarkigile	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=itxarkigile
errondeak	errondeac	errondeac				erronde	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=erronde
lioa	lioa	lioa					
likuragarria	licuragarria	licuragarria				likuragarri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=likuragarri
likuratzea	licuratzea	licuratzea					
likuratu	licuratu	licuratu					
likor	licor	licor					
likurerazo	licurerazo	licurerazo					
likureragin	licureraguin	licureraguin					
likuratea	licuratea	licuratea					
likreraztea	licreraztea	licreraztea					
bonekaus	bonecaus	bonecaus					
likuratoa	licuratoa	licuratoa					
likurakiro	licuraquiro	licuraquiro					
likuratua	licuratua	licuratua					
lkuratia	lcuratia	lcuratia					
lira	lira	lira	lira		lira	lira	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lira
lirioa	lirioa	lirioa	lirio		lirio	lirio	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lirio
lilia	lilia	lilia	lili		lili	lili	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lili
lilioa	lilioa	lilioa				lilio	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lilio
basakua	basacua	baſacua	basaku	basaku		basaku	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=basaku
lumisarra	lumisarra	lumiſarra				lumisar	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lumisar
ta potza	ta potza	ta potza					
flor de lis	flor de lis	flor de lis					
leunkiro	leunquiro	leunquiro	leunkiro	leunkiro			
plaun	plaun	plaun	plaun				
murrondoa	murrondoa	murrondoa					
leuna	leuna	leuna	leun		leun	leun	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=leun
leguna	leguna	leguna					
lisoa	lisoa	liſoa			liso	liso	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=liso
milaukia	milauquia	milauquia				milauki	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=milauki
lusinga	lusinga	luſinga					
lausenga	lausenga	lauſengá					
Losentxa	Losencha	Loſencha					
Lausenga	Lausenga	Lauſenga					
boageia	boagueia	boagueia					
apaingora	apaingora	apaingorá					
boageilea	boagueilea	boagueilea					
apaingoraria	apaingoraria	apaingoraria					
boageitu	boagueitu	boagueitu					
apaingoratu	apaingoratu	apaingoratu					
lisonjeador	lisonjeador	liſonjeador					
lista	lista	liſta	lista	lista	lista	lista	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lista
zerrenda	cerrenda	cerrenda	zerrenda	zerrenda	zerrenda	zerrenda	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zerrenda
ipuratua	ipuratua	ipuratua					
zerrendatua	cerrendatua	cerrendatua	zerrendatu	zerrendatu	zerrendatu	zerrendatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zerrendatu
listatua	listatua	liſtatua			listatu	listatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=listatu
lis-	lis-	liſ-					
listoitxoa	listoichoa	liſtoichoa				listoitxo	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=listoitxo
listoidia	listoidia	liſtoidia					
leuntasuna	leuntasuna	leuntaſuna	leuntasun	leuntasun	leuntasun	leuntasun	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=leuntasun
leunkeria	leunqueria	leunqueria	leunkeria		leunkeria	leunkeria	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=leunkeria
injenuidad	ingenuidad	ingenuidad					
ilaneza	llaneza	llaneza					
pleito	pleyto	pleyto	pleito				
bidakoia	bidacoya	bidacoya					
litera	litera	litera					
bidekauntza	bidecauntza	bidecauntza					
bidakoizaia	bidacoizaya	bidacoizaya					
izkirarra	izquirarra	izquirarra					
izkirajarraia	izquirajarraya	izquirajarraya					
izkirarkiro	izquirarquiro	izquirarquiró					
almartaga	almartaga	almartaga					
arbetuna	arbetuna	arbetuna					
arnaslika	arnaslica	arnaslicá					
pleitear	pleytear	pleytear					
leiatu liskartu	leyatu liscartu	leyatu liſcartu					
auzilaria	aucilaria	aucilaria	auzilari		auzilari	auzilari	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=auzilari
